# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID	ALIGNMENT
13094	Nanga	(a) guard, watchman	ɡɔ̀j.∼+ɡɔ̌j~	ɡ ɔ̀ j ∼ + ɡ ɔ̌ j ~	1 7 6 4 9 1 7 6 0	AXLN_AXLN	KUJ9_KUJ0	11	11.K.C 11.U.V 11.J.c 11.9.c 11._._ 11.K.C 11.U.V 11.J.c 11.0.c	2.0 1.5 1.1 0.8 0.0 2.0 1.5 1.1 0.8	0	69	ɡ ɔ̀ j ∼ + ɡ ɔ̌ j ~
13095	Tiranige	(a) guard, watchman	dó.ó+ŋ.ɡé	d óó + ŋ ɡ é	1 7 9 4 1 7	AX_ACZ	TU_NKE	15	15.T.C 15.U.V 15._._ 15.N.C 15.K.C 15.E.V	2.0 1.5 0.0 2.0 1.5 0.8	0	70	d óó + ŋ ɡ é
13096	TogoKan	(a) guard, watchman	ɲàká+dʒúwá	ɲ à k á + d ʒ ú w á	4 7 1 7 9 1 3 7 6 7	AXBZ_ACXBZ	NAKA_TSYWA	16	16.N.C 16.A.V 16.K.C 16.A.V 16._._ 16.T.C 16.S.C 16.Y.V 16.W.C 16.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.5 1.75 0.8	0	71	ɲ à k á + d ʒ ú w á
13097	TommoSoTongoTongo	(a) guard, watchman	ndɛ̀dò+mmù+dɔ́m+mínɛ́	n d ɛ̀ d ò + mm ù + d ɔ́ m + m í n ɛ́	4 1 7 1 7 9 4 7 9 1 7 4 9 4 7 4 7	ACYBZ_AX_AXN_AXBZ	NTETU_MY_TUM_MINE	17	17.N.C 17.T.C 17.E.V 17.T.C 17.U.V 17._._ 17.M.C 17.Y.V 17._._ 17.T.C 17.U.V 17.M.c 17._._ 17.M.C 17.I.V 17.N.C 17.E.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	0	72	n d ɛ̀ d ò + mm ù + d ɔ́ m + m í n ɛ́
13098	ToroTegu	(a) guard, watchman	mètù+métú+nú	m è t ù + m é t ú + n ú	4 7 1 7 9 4 7 1 7 9 4 7	AXBZ_AXBZ_AX	METY_METY_NY	18	18.M.C 18.E.V 18.T.C 18.Y.V 18._._ 18.M.C 18.E.V 18.T.C 18.Y.V 18._._ 18.N.C 18.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	73	m è t ù + m é t ú + n ú
13099	YandaDom	(a) guard, watchman	dɔ̀+mú	d ɔ̀ + m ú	1 7 9 4 7	AX_AX	TU_MY	19	19.T.C 19.U.V 19._._ 19.M.C 19.Y.V	2.0 1.5 0.0 2.0 1.5	0	74	d ɔ̀ + m ú
#
9780	BenTey	(a) sacrifice (e.g. a slaughtered animal)	sádí+ɡà	s á d í + ɡ à	3 7 1 7 9 1 7	AXBZ_AX	SATI_KA	2	2.S.C 2.A.V 2.T.C 2.I.V 2._._ 2.K.C 2.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	75	s á d í + ɡ à
9781	DogulDomBendiely	(a) sacrifice (e.g. a slaughtered animal)	sàrá+ɡá	s à r á + ɡ á	3 7 5 7 9 1 7	AXBZ_AX	SARA_KA	5	5.S.C 5.A.V 5.R.C 5.A.V 5._._ 5.K.C 5.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	75	s à r á + ɡ á
9782	DogulDomKundialang	(a) sacrifice (e.g. a slaughtered animal)	sàlà+m.bɔ́	s à l à + m b ɔ́	3 7 5 7 9 4 1 7	AXBZ_ACZ	SALA_MPU	6	6.S.C 6.A.V 6.L.C 6.A.V 6._._ 6.M.C 6.P.C 6.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	0	77	s à l à + m b ɔ́
9783	DogulDomKundialang	(a) sacrifice (e.g. a slaughtered animal)	sár+ɡà	s á r + ɡ à	3 7 5 9 1 7	AXN_AX	SAR_KA	6	6.S.C 6.A.V 6.R.c 6._._ 6.K.C 6.A.V	2.0 1.5 0.8 0.0 2.0 1.5	0	75	s á r - + ɡ à
9784	JamsayDouentza	(a) sacrifice (e.g. a slaughtered animal)	sádá+kà	s á d á + k à	3 7 1 7 9 1 7	AXBZ_AX	SATA_KA	8	8.S.C 8.A.V 8.T.C 8.A.V 8._._ 8.K.C 8.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	75	s á d á + k à
9785	Mombo	(a) sacrifice (e.g. a slaughtered animal)	sárá+ɡà	s á r á + ɡ à	3 7 5 7 9 1 7	AXBZ_AX	SARA_KA	10	10.S.C 10.A.V 10.R.C 10.A.V 10._._ 10.K.C 10.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	75	s á r á + ɡ à
9786	Nanga	(a) sacrifice (e.g. a slaughtered animal)	sárí+ɡà	s á r í + ɡ à	3 7 5 7 9 1 7	AXBZ_AX	SARI_KA	11	11.S.C 11.A.V 11.R.C 11.I.V 11._._ 11.K.C 11.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	75	s á r í + ɡ à
9787	Tiranige	(a) sacrifice (e.g. a slaughtered animal)	sálá+mpɔ́	s á l á + m p ɔ́	3 7 5 7 9 4 1 7	AXBZ_ACZ	SALA_MPU	15	15.S.C 15.A.V 15.L.C 15.A.V 15._._ 15.M.C 15.P.C 15.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	0	77	s á l á + m p ɔ́
9788	TogoKan	(a) sacrifice (e.g. a slaughtered animal)	sàrú+ɡá	s à r ú + ɡ á	3 7 5 7 9 1 7	AXBZ_AX	SARY_KA	16	16.S.C 16.A.V 16.R.C 16.Y.V 16._._ 16.K.C 16.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	75	s à r ú + ɡ á
9789	TommoSoTongoTongo	(a) sacrifice (e.g. a slaughtered animal)	sàlà+m.bɔ́	s à l à + m b ɔ́	3 7 5 7 9 4 1 7	AXBZ_ACZ	SALA_MPU	17	17.S.C 17.A.V 17.L.C 17.A.V 17._._ 17.M.C 17.P.C 17.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	0	77	s à l à + m b ɔ́
9790	ToroTegu	(a) sacrifice (e.g. a slaughtered animal)	sádá+kà	s á d á + k à	3 7 1 7 9 1 7	AXBZ_AX	SATA_KA	18	18.S.C 18.A.V 18.T.C 18.A.V 18._._ 18.K.C 18.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	75	s á d á + k à
9791	YandaDom	(a) sacrifice (e.g. a slaughtered animal)	sàlà+m.bɔ́	s à l à + m b ɔ́	3 7 5 7 9 4 1 7	AXBZ_ACZ	SALA_MPU	19	19.S.C 19.A.V 19.L.C 19.A.V 19._._ 19.M.C 19.P.C 19.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	0	77	s à l à + m b ɔ́
#
12232	BenTey	(a) shop, store	bìdí+ɡì	b ì d í + ɡ ì	1 7 1 7 9 1 7	AXBZ_AX	PITI_KI	2	2.P.C 2.I.V 2.T.C 2.I.V 2._._ 2.K.C 2.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	79	b ì d í + ɡ ì
12233	Bunoge	(a) shop, store	bítí+ɡì	b í t í + ɡ ì	1 7 1 7 9 1 7	AXBZ_AX	PITI_KI	4	4.P.C 4.I.V 4.T.C 4.I.V 4._._ 4.K.C 4.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	79	b í t í + ɡ ì
12234	DonnoSo	(a) shop, store	bùdí+ɡù	b ù d í + ɡ ù	1 7 1 7 9 1 7	AXBZ_AX	PYTI_KY	7	7.P.C 7.Y.V 7.T.C 7.I.V 7._._ 7.K.C 7.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	79	b ù d í + ɡ ù
12235	JamsayDouentza	(a) shop, store	bìdí+ɡù	b ì d í + ɡ ù	1 7 1 7 9 1 7	AXBZ_AX	PITI_KY	8	8.P.C 8.I.V 8.T.C 8.I.V 8._._ 8.K.C 8.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	79	b ì d í + ɡ ù
12236	Mombo	(a) shop, store	bírí+ɡì	b í r í + ɡ ì	1 7 5 7 9 1 7	AXBZ_AX	PIRI_KI	10	10.P.C 10.I.V 10.R.C 10.I.V 10._._ 10.K.C 10.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	79	b í r í + ɡ ì
12237	Nanga	(a) shop, store	bìtí+kî	b ì t í + k î	1 7 1 7 9 1 7	AXBZ_AX	PITI_KI	11	11.P.C 11.I.V 11.T.C 11.I.V 11._._ 11.K.C 11.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	79	b ì t í + k î
12238	Penange	(a) shop, store	bìr+ɡì	b ì r + ɡ ì	1 7 5 9 1 7	AXN_AX	PIR_KI	12	12.P.C 12.I.V 12.R.c 12._._ 12.K.C 12.I.V	2.0 1.5 0.8 0.0 2.0 1.5	0	79	b ì r - + ɡ ì
12239	Tiranige	(a) shop, store	bídí+ɡí	b í d í + ɡ í	1 7 1 7 9 1 7	AXBZ_AX	PITI_KI	15	15.P.C 15.I.V 15.T.C 15.I.V 15._._ 15.K.C 15.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	79	b í d í + ɡ í
12240	TogoKan	(a) shop, store	bìtí+ɡí	b ì t í + ɡ í	1 7 1 7 9 1 7	AXBZ_AX	PITI_KI	16	16.P.C 16.I.V 16.T.C 16.I.V 16._._ 16.K.C 16.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	79	b ì t í + ɡ í
12241	TommoSoTongoTongo	(a) shop, store	bídí+k	b í d í + k	1 7 1 7 9 1	AXBZ_A	PITI_K	17	17.P.C 17.I.V 17.T.C 17.I.V 17._._ 17.K.C	2.0 1.5 1.75 0.8 0.0 2.0	0	79	b í d í + k -
12242	ToroTegu	(a) shop, store	bìtí+kì	b ì t í + k ì	1 7 1 7 9 1 7	AXBZ_AX	PITI_KI	18	18.P.C 18.I.V 18.T.C 18.I.V 18._._ 18.K.C 18.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	79	b ì t í + k ì
12243	ToroTegu	(a) shop, store	dɔ̀rù+dɔ̀rúì+lò	d ɔ̀ r ù + d ɔ̀ r ú ì + l ò	1 7 5 7 9 1 7 5 7 7 9 5 7	AXBZ_AXBYZ_AX	TURY_TURYI_LU	18	18.T.C 18.U.V 18.R.C 18.Y.V 18._._ 18.T.C 18.U.V 18.R.C 18.Y.V 18.I.V 18._._ 18.L.C 18.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	0	90	d ɔ̀ r ù + d ɔ̀ r ú ì + l ò
12244	YandaDom	(a) shop, store	bìdí+ɡù	b ì d í + ɡ ù	1 7 1 7 9 1 7	AXBZ_AX	PITI_KY	19	19.P.C 19.I.V 19.T.C 19.I.V 19._._ 19.K.C 19.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	79	b ì d í + ɡ ù
#
7768	BonduSoNajamba	(a) swelling (of a wound)	àmìjɛ́+ŋ.ɡò	à m ì j ɛ́ + ŋ ɡ ò	7 4 7 6 7 9 4 1 7	XBYBZ_ACZ	AMIJE_NKU	3	3.A.V 3.M.C 3.I.V 3.J.C 3.E.V 3._._ 3.N.C 3.K.C 3.U.V	1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 0.8	0	91	à m ì j ɛ́ + ŋ ɡ ò
7769	TogoKan	(a) swelling (of a wound)	pìdé	p ì d é	1 7 1 7	AXBZ	PITE	16	16.P.C 16.I.V 16.T.C 16.E.V	2.0 1.5 1.75 0.8	0	92	p ì d é
7770	TommoSoTongoTongo	(a) swelling (of a wound)	pììrí+jé	p ìì r í + j é	1 7 5 7 9 6 7	AXBZ_AX	PIRI_JE	17	17.P.C 17.I.V 17.R.C 17.I.V 17._._ 17.J.C 17.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	93	p ìì r - í + j é
7771	YornoSo	(a) swelling (of a wound)	pì.ìrè.é	p ìì r è é	1 7 5 7 7	AXBYZ	PIREE	20	20.P.C 20.I.V 20.R.C 20.E.V 20.E.V	2.0 1.5 1.75 1.3 0.8	0	93	p ìì r è é - - -
#
4327	BankanTey	(act of) fasting	mb+ù.ù+pǎj	m b + ùù + p ǎ j	4 1 9 7 9 1 7 6	AN_X_AXN	MP_Y_PAJ	1	1.M.C 1.P.c 1._._ 1.Y.V 1._._ 1.P.C 1.A.V 1.J.c	2.0 0.8 0.0 1.5 0.0 2.0 1.5 0.8	0	94	m b + ùù + p ǎ j - -
4328	BankanTey	(act of) fasting	kɔ́r+kà	k ɔ́ r + k à	1 7 5 9 1 7	AXN_AX	KUR_KA	1	1.K.C 1.U.V 1.R.c 1._._ 1.K.C 1.A.V	2.0 1.5 0.8 0.0 2.0 1.5	0	97	k ɔ́ r + k à
4329	BenTey	(act of) fasting	mò.òp+à+ɡí.ì	m òò p + à + ɡ í ì	4 7 1 9 7 9 1 7 7	AXN_X_AXZ	MUP_A_KII	2	2.M.C 2.U.V 2.P.c 2._._ 2.A.V 2._._ 2.K.C 2.I.V 2.I.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5 0.8	0	95	- m òò p + à + ɡ í ì
4330	DogulDomKundialang	(act of) fasting	kór+kà	k ó r + k à	1 7 5 9 1 7	AXN_AX	KUR_KA	6	6.K.C 6.U.V 6.R.c 6._._ 6.K.C 6.A.V	2.0 1.5 0.8 0.0 2.0 1.5	0	97	k ó r + k à
4331	DonnoSo	(act of) fasting	kɔ́r+ɡɔ̀	k ɔ́ r + ɡ ɔ̀	1 7 5 9 1 7	AXN_AX	KUR_KU	7	7.K.C 7.U.V 7.R.c 7._._ 7.K.C 7.U.V	2.0 1.5 0.8 0.0 2.0 1.5	0	97	k ɔ́ r + ɡ ɔ̀
4332	JamsayDouentza	(act of) fasting	kà.àp+à+ɡú	k àà p + à + ɡ ú	1 7 1 9 7 9 1 7	AXN_X_AX	KAP_A_KY	8	8.K.C 8.A.V 8.P.c 8._._ 8.A.V 8._._ 8.K.C 8.Y.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	99	- k àà p + à + ɡ ú
4333	Mombo	(act of) fasting	kɔ́r+kà	k ɔ́ r + k à	1 7 5 9 1 7	AXN_AX	KUR_KA	10	10.K.C 10.U.V 10.R.c 10._._ 10.K.C 10.A.V	2.0 1.5 0.8 0.0 2.0 1.5	0	97	k ɔ́ r + k à
4334	BonduSoNajamba	(act of) fasting	ìbìp+á+ɡíl+é	ì b ì p + á + ɡ í l + é	7 1 7 1 9 7 9 1 7 5 9 7	XBYN_X_AXN_X	IPIP_A_KIL_E	3	3.I.V 3.P.C 3.I.V 3.P.c 3._._ 3.A.V 3._._ 3.K.C 3.I.V 3.L.c 3._._ 3.E.V	1.5 1.75 1.3 0.8 0.0 1.5 0.0 2.0 1.5 0.8 0.0 1.5	0	96	ì b ì p + á + ɡ í l + é
4335	Nanga	(act of) fasting	nɔ̀.ɔ̀p+à+ɡí	n ɔ̀ɔ̀ p + à + ɡ í	4 7 1 9 7 9 1 7	AXN_X_AX	NUP_A_KI	11	11.N.C 11.U.V 11.P.c 11._._ 11.A.V 11._._ 11.K.C 11.I.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	95	- n ɔ̀ɔ̀ p + à + ɡ í -
4336	Penange	(act of) fasting	sú.ú~túl+é	s úú ~ t ú l + é	3 7 0 1 7 5 9 7	AXBCYN_X	SY0TYL_E	12	12.S.C 12.Y.V 12.0.C 12.T.C 12.Y.V 12.L.c 12._._ 12.E.V	2.0 1.5 1.75 1.5 1.3 0.8 0.0 1.5	0	102	s úú ~ t ú l + é
4337	Penange	(act of) fasting	sú.ú~nìb+ò	s úú ~ n ì b + ò	3 7 0 4 7 1 9 7	AXBCYN_X	SY0NIP_U	12	12.S.C 12.Y.V 12.0.C 12.N.C 12.I.V 12.P.c 12._._ 12.U.V	2.0 1.5 1.75 1.5 1.3 0.8 0.0 1.5	0	112	s úú ~ n ì b + ò
4338	PergeTegu	(act of) fasting	kà.àp+à+ɡú	k àà p + à + ɡ ú	1 7 1 9 7 9 1 7	AXN_X_AX	KAP_A_KY	13	13.K.C 13.A.V 13.P.c 13._._ 13.A.V 13._._ 13.K.C 13.Y.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	99	- k àà p + à + ɡ ú
4339	TebulUre	(act of) fasting	mb+ù+pàɡ+ú	m b + ù + p à ɡ + ú	4 1 9 7 9 1 7 1 9 7	AN_X_AXN_X	MP_Y_PAK_Y	14	14.M.C 14.P.c 14._._ 14.Y.V 14._._ 14.P.C 14.A.V 14.K.c 14._._ 14.Y.V	2.0 0.8 0.0 1.5 0.0 2.0 1.5 0.8 0.0 1.5	0	94	m b + ù + p à ɡ + ú
4340	Tiranige	(act of) fasting	ɔ̀mɔ̀p+á+ɡá	ɔ̀ m ɔ̀ p + á + ɡ á	7 4 7 1 9 7 9 1 7	XBYN_X_AX	UMUP_A_KA	15	15.U.V 15.M.C 15.U.V 15.P.c 15._._ 15.A.V 15._._ 15.K.C 15.A.V	1.5 1.75 1.3 0.8 0.0 1.5 0.0 2.0 1.5	0	95	ɔ̀ m ɔ̀ p + á + ɡ á -
4341	TogoKan	(act of) fasting	kà~pàɡ+ú	k à ~ p à ɡ + ú	1 7 0 1 7 1 9 7	AXBCYN_X	KA0PAK_Y	16	16.K.C 16.A.V 16.0.C 16.P.C 16.A.V 16.K.c 16._._ 16.Y.V	2.0 1.5 1.75 1.5 1.3 0.8 0.0 1.5	0	106	k à ~ p à ɡ + ú
4342	TommoSoTongoTongo	(act of) fasting	àŋàp+à+ɡú	à ŋ à p + à + ɡ ú	7 4 7 1 9 7 9 1 7	XBYN_X_AX	ANAP_A_KY	17	17.A.V 17.N.C 17.A.V 17.P.c 17._._ 17.A.V 17._._ 17.K.C 17.Y.V	1.5 1.75 1.3 0.8 0.0 1.5 0.0 2.0 1.5	0	99	à ŋ à p + à + ɡ ú
4343	TommoSoTongoTongo	(act of) fasting	kɔ́r+kà	k ɔ́ r + k à	1 7 5 9 1 7	AXN_AX	KUR_KA	17	17.K.C 17.U.V 17.R.c 17._._ 17.K.C 17.A.V	2.0 1.5 0.8 0.0 2.0 1.5	0	97	k ɔ́ r + k à
4345	ToroTegu	(act of) fasting	kàp+á+ɡú	k à p + á + ɡ ú	1 7 1 9 7 9 1 7	AXN_X_AX	KAP_A_KY	18	18.K.C 18.A.V 18.P.c 18._._ 18.A.V 18._._ 18.K.C 18.Y.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	99	- k à p + á + ɡ ú
4346	YandaDom	(act of) fasting	mb+ò+pàɡ+ù	m b + ò + p à ɡ + ù	4 1 9 7 9 1 7 1 9 7	AN_X_AXN_X	MP_U_PAK_Y	19	19.M.C 19.P.c 19._._ 19.U.V 19._._ 19.P.C 19.A.V 19.K.c 19._._ 19.Y.V	2.0 0.8 0.0 1.5 0.0 2.0 1.5 0.8 0.0 1.5	0	94	m b + ò + p à ɡ + ù
4347	YornoSo	(act of) fasting	àŋàp+à+ɡú	à ŋ à p + à + ɡ ú	7 4 7 1 9 7 9 1 7	XBYN_X_AX	ANAP_A_KY	20	20.A.V 20.N.C 20.A.V 20.P.c 20._._ 20.A.V 20._._ 20.K.C 20.Y.V	1.5 1.75 1.3 0.8 0.0 1.5 0.0 2.0 1.5	0	99	à ŋ à p + à + ɡ ú
#
4057	BankanTey	(any) alcoholic beverage	kɔ̀zɔ́	k ɔ̀ z ɔ́	1 7 3 7	AXBZ	KUSU	1	1.K.C 1.U.V 1.S.C 1.U.V	2.0 1.5 1.75 0.8	0	113	k ɔ̀ - z ɔ́
4058	BenTey	(any) alcoholic beverage	kɔ̀n+dʒɔ́	k ɔ̀ n + d ʒ ɔ́	1 7 4 9 1 3 7	AXN_ACX	KUN_TSU	2	2.K.C 2.U.V 2.N.c 2._._ 2.T.C 2.S.C 2.U.V	2.0 1.5 0.8 0.0 2.0 1.5 1.5	0	114	k ɔ̀ n + d ʒ ɔ́ - - - -
4059	DogulDomBendiely	(any) alcoholic beverage	kɔ́+ɲdʒɔ́	k ɔ́ + ɲ d ʒ ɔ́	1 7 9 4 1 3 7	AX_ACCZ	KU_NTSU	5	5.K.C 5.U.V 5._._ 5.N.C 5.T.C 5.S.C 5.U.V	2.0 1.5 0.0 2.0 1.5 1.5 0.8	0	116	k ɔ́ + ɲ d ʒ ɔ́
4060	JamsayDouentza	(any) alcoholic beverage	kɔ̀ɲɔ́	k ɔ̀ ɲ ɔ́	1 7 4 7	AXBZ	KUNU	8	8.K.C 8.U.V 8.N.C 8.U.V	2.0 1.5 1.75 0.8	0	117	k ɔ̀ ɲ ɔ́
4061	Mombo	(any) alcoholic beverage	kɔ́+n.d+jɔ̀	k ɔ́ + n d + j ɔ̀	1 7 9 4 1 9 6 7	AX_AN_AX	KU_NT_JU	10	10.K.C 10.U.V 10._._ 10.N.C 10.T.c 10._._ 10.J.C 10.U.V	2.0 1.5 0.0 2.0 0.8 0.0 2.0 1.5	0	118	k ɔ́ + n d + j ɔ̀
4062	BonduSoNajamba	(any) alcoholic beverage	kɔ̀n+dʒɛ́+ŋ.ɡé	k ɔ̀ n + d ʒ ɛ́ + ŋ ɡ é	1 7 4 9 1 3 7 9 4 1 7	AXN_ACX_ACZ	KUN_TSE_NKE	3	3.K.C 3.U.V 3.N.c 3._._ 3.T.C 3.S.C 3.E.V 3._._ 3.N.C 3.K.C 3.E.V	2.0 1.5 0.8 0.0 2.0 1.5 1.5 0.0 2.0 1.5 0.8	0	114	k ɔ̀ n + d ʒ ɛ́ + ŋ ɡ é
4063	Nanga	(any) alcoholic beverage	kɔ̀n+dʒɔ́	k ɔ̀ n + d ʒ ɔ́	1 7 4 9 1 3 7	AXN_ACX	KUN_TSU	11	11.K.C 11.U.V 11.N.c 11._._ 11.T.C 11.S.C 11.U.V	2.0 1.5 0.8 0.0 2.0 1.5 1.5	0	114	k ɔ̀ n + d ʒ ɔ́ - - - -
4064	PergeTegu	(any) alcoholic beverage	kɔ̀n+dʒɔ́	k ɔ̀ n + d ʒ ɔ́	1 7 4 9 1 3 7	AXN_ACX	KUN_TSU	13	13.K.C 13.U.V 13.N.c 13._._ 13.T.C 13.S.C 13.U.V	2.0 1.5 0.8 0.0 2.0 1.5 1.5	0	114	k ɔ̀ n + d ʒ ɔ́ - - - -
4065	TogoKan	(any) alcoholic beverage	kɛ̀ɲɛ́	k ɛ̀ ɲ ɛ́	1 7 4 7	AXBZ	KENE	16	16.K.C 16.E.V 16.N.C 16.E.V	2.0 1.5 1.75 0.8	0	117	k ɛ̀ ɲ ɛ́
4066	TommoSoTongoTongo	(any) alcoholic beverage	kɔ̀n+dʒɔ́	k ɔ̀ n + d ʒ ɔ́	1 7 4 9 1 3 7	AXN_ACX	KUN_TSU	17	17.K.C 17.U.V 17.N.c 17._._ 17.T.C 17.S.C 17.U.V	2.0 1.5 0.8 0.0 2.0 1.5 1.5	0	114	k ɔ̀ n + d ʒ ɔ́ - - - -
4067	ToroTegu	(any) alcoholic beverage	kɔ̀.∼sɔ́	k ɔ̀ ∼ s ɔ́	1 7 4 3 7	AXMBZ	KU9SU	18	18.K.C 18.U.V 18.9.c 18.S.C 18.U.V	2.0 1.5 1.1 1.75 0.8	0	113	k ɔ̀ ∼ s ɔ́
4068	YandaDom	(any) alcoholic beverage	kɔ̀n+zɔ̀	k ɔ̀ n + z ɔ̀	1 7 4 9 3 7	AXN_AX	KUN_SU	19	19.K.C 19.U.V 19.N.c 19._._ 19.S.C 19.U.V	2.0 1.5 0.8 0.0 2.0 1.5	0	114	k ɔ̀ n + - z ɔ̀ - - - -
4069	YornoSo	(any) alcoholic beverage	kɔ̀ɲɔ́	k ɔ̀ ɲ ɔ́	1 7 4 7	AXBZ	KUNU	20	20.K.C 20.U.V 20.N.C 20.U.V	2.0 1.5 1.75 0.8	0	117	k ɔ̀ ɲ ɔ́
#
4610	Nanga	(any) fish trap	ìsìjɔ́+ɡî	ì s ì j ɔ́ + ɡ î	7 3 7 6 7 9 1 7	XBYBZ_AX	ISIJU_KI	11	11.I.V 11.S.C 11.I.V 11.J.C 11.U.V 11._._ 11.K.C 11.I.V	1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	0	119	ì s ì j ɔ́ + ɡ î
4611	TommoSoTongoTongo	(any) fish trap	dʒɔ́.ɔ́~	d ʒ ɔ́ɔ́ ~	1 3 7 0	ACXN	TSU0	17	17.T.C 17.S.C 17.U.V 17.0.c	2.0 1.5 1.5 0.8	0	120	d ʒ ɔ́ɔ́ ~
4612	ToroTegu	(any) fish trap	sàr.∼á	s à r ∼ á	3 7 5 4 7	AXMBZ	SAR9A	18	18.S.C 18.A.V 18.R.c 18.9.C 18.A.V	2.0 1.5 1.1 1.75 0.8	0	121	s à r ∼ á
#
6324	DogulDomBendiely	(any) men's palaver shed	páj+wéjó+ɡó	p á j + w é j ó + ɡ ó	1 7 6 9 6 7 6 7 9 1 7	AXN_AXBZ_AX	PAJ_WEJU_KU	5	5.P.C 5.A.V 5.J.c 5._._ 5.W.C 5.E.V 5.J.C 5.U.V 5._._ 5.K.C 5.U.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	122	p á j + w é j ó + ɡ ó
6325	DogulDomKundialang	(any) men's palaver shed	ánùwè+dʒà+ŋ.ɡà	á n ù w è + d ʒ à + ŋ ɡ à	7 4 7 6 7 9 1 3 7 9 4 1 7	XBYBZ_ACX_ACZ	ANYWE_TSA_NKA	6	6.A.V 6.N.C 6.Y.V 6.W.C 6.E.V 6._._ 6.T.C 6.S.C 6.A.V 6._._ 6.N.C 6.K.C 6.A.V	1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.5 0.0 2.0 1.5 0.8	0	123	á n ù w è + d ʒ à + ŋ ɡ à
6326	Mombo	(any) men's palaver shed	dʒàw.∼à+bâj~	d ʒ à w ∼ à + b â j ~	1 3 7 6 4 7 9 1 7 6 0	ACXMBZ_AXLN	TSAW9A_PAJ0	10	10.T.C 10.S.C 10.A.V 10.W.c 10.9.C 10.A.V 10._._ 10.P.C 10.A.V 10.J.c 10.0.c	2.0 1.5 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.1 0.8	0	124	d ʒ à w ∼ à + b â j ~
6327	Nanga	(any) men's palaver shed	àr.∼àɔ́.ɔ̀	à r ∼ à ɔ́ ɔ̀	7 5 4 7 7 7	XMBYYZ	AR9AUU	11	11.A.V 11.R.c 11.9.C 11.A.V 11.U.V 11.U.V	1.5 1.1 1.75 1.3 1.3 0.8	0	125	à r ∼ à ɔ́ ɔ̀
6328	Tiranige	(any) men's palaver shed	jàŋà	j à ŋ à	6 7 4 7	AXBZ	JANA	15	15.J.C 15.A.V 15.N.C 15.A.V	2.0 1.5 1.75 0.8	0	126	j à ŋ à
6329	TommoSoTongoTongo	(any) men's palaver shed	ànàm+dó+m	à n à m + d ó + m	7 4 7 4 9 1 7 9 4	XBYN_AX_A	ANAM_TU_M	17	17.A.V 17.N.C 17.A.V 17.M.c 17._._ 17.T.C 17.U.V 17._._ 17.M.C	1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.0 2.0	0	127	à n à m + d ó + m
