code (Eng),subcode (Eng),code (fr),sous-code (fr),code #,subcode #,subsubcode #,short,court,ref#,jpg,video,date,comment,English,français,core,"Toro Tegu (Toupere, JH)","Ben Tey (Beni, JH)","Bankan-Tey (Walo, JH)","Nanga (Anda, JH)",Donno So,Jamsay (alphabet),"Jamsay (Douentza area, JH)","Perge Tegu (Pergué, JH)","Gourou (Kiri, JH)","Jamsay (Mondoro, JH)","Togo-Kan (Koporo-pen, JH with BT)","Yorno So (Yendouma, JH)",Tomo Kan (Segue),Tomo Kan (Diangassagou),Tommo-So (JH),"Tommo-So (Tongo Tongo, LM)","Dogul Dom (Kundialang, JH)","Dogul Dom (Bendiely & Kundialang, BC)",Tebul Ure (JH),"Yanda Dom (Yanda, JH)","Najamba (Kubewel-Adia, JH)","Tiranige (Boui, JH)","Mombo (Songho, KP)","Ampari (Nando, KP)",Bunoge (Boudou),Penange (Pinia),,,,,,,,,,,,,,,,
animal,sheep,animal,mouton,1.0,7.0,11.0,sheep breed,mouton (race),39.0,,,old,,"breed of sheep (small, good climbers)","race d'ovins (de petite taille, bons grimpeurs)",TD,bɛ̀l cɛ́tɛ̀,pɛ̀rɛ̀ cɛ́tɛ́-m,pɛ̀rɛ̀-kɛ́tɛ́-m\\-kɛ́tɛ́,"pɛ̀rgɛ̀ tɔ̀rɔ̀-kɛ̀tɛ́, pɛ̀rgɛ̀ kɛ́dɛ́:jì",,pejucɛtɛ,pè:jù cɛ̀tɛ́,,,,,dɔ̀gɔ̀-péjú,,,,"tìbé pèdù, dɔ̀gɔ̀ pédú",,,,dɔ̀gɔ̀-pɛ̀:\\-mú,kìnû: pɛ̀gɛ̀\\kìnû: pɛ̀gɛ̀-mbò,,ànnà dé:jé,,,,,,,,,,,,,,,,,,,
animal,sheep,animal,mouton,1.0,7.0,12.0,sheep breed,mouton (race),40.0,,,old,,breed of sheep (with abundant wool),race d'ovins (à laine abondante),TD,kúndô:w,pɛ̀rɛ̀ kóndó:rù-m,"pɛ̀rɛ̀-yúgúsú-m\\-yúgúsú, kúndôw-m\\kúndôw",pɛ̀rgɛ̀ kóndó:rì,,pejukundow,pè:jù-kúndôw,,,,,pèjù-bìɲɛ́,,,,"pèdù gúdúlú, pèdù bɛ̀njɛ́",,,,,pɛ̀gɛ̀ kùlɛ̀-gɛ́:\\pɛ̀gɛ̀-mbò kùlɛ̀-gá:,,ànnà dɔ́rɔ̀,,,,,,,,,,,,,,,,,,,
animal,sheep,animal,mouton,1.0,7.0,13.0,sheep breed,mouton (race),41.0,,,old,,breed of sheep (with limited wool),race d'ovins (sans beaucoup de laine),TD,ságâ:w,pɛ̀rɛ̀ sákâw-m\\sákâw,pɛ̀rɛ̀ ságâw-m\\ságâw,pɛ̀rgɛ̀ ságâ,,,xxx,,,,,,,,,pèdù ságàw,,,,,pɛ̀gɛ̀ ságâw\\pɛ̀gɛ̀-mbò ságâw-mbò,,,,,,,,,,,,,,,,,,,,,
animal,sheep,animal,mouton,1.0,7.0,14.0,sheep breed,mouton (race),42.0,,,old,,breed of large sheep (in plains),race de gros ovins (dans la plaine),TD,,,,,,,,,,,,pùlɔ̀-péjú,,,,ɛ̀nɛ̀ bɛ̀njɛ́,,,,pùlɔ̀-pɛ̀:\\-mú,,,,,,,,,,,,,,,,,,,,,,
animal,horse,animal,mouton,1.0,8.0,1.0,horse,cheval,43.0,,,old,,horse,cheval,1.0,"sòŋgú, sòŋú, sǒŋ",sǒ-m\\sǒ:,sǒ-m\\sǒ:,sǒŋ,sǒŋ,som,sǒm,sǒm,sǒm,,sɔ̌ⁿ,sǒm,sɔ̀-wⁿ (X sɔ́ⁿ),sò-wⁿ (X só:ⁿ),xxx,sóm,sǒm,sómú,sòmé\\sòm-bó,sòm,"bàné\\bà-mbó, bǎn\\bǎn-bó","sóɲóní (Boui), sóɲjóní (Ningo)",sóɲónì,,sé (sê: nɔ̀),sònjòm,,,,,,,,,,,,,,,,
animal,pigeon,animal,pigeon,1.0,9.0,1.0,pigeon,pigeon,44.0,,,old,,pigeon (domestic),pigeon (domestic),1.0,tùsûm,gɔ᷈:ⁿ-m\\gɔ᷈:ⁿ,tùrùsû-m\\tùrùsû:,jà:mbá,gùlɔ̀mbɔ́,kikaja,kì-kájà,kà-kásà,,"gúmbà (domestic), kì-kájà (wild)",pèlè gúmó,gùrùmâ:,pyèlè-búmbàlà,pèlè-búmbàlà,,gùrùmbáá,gùlàmpá,"gùlàmbá, gùlàmpá",kágádá\\kágádá-mbɔ̀,gùlúmbà,gùrmbâ:\\gùrmbâ:-mbò,gùlùmbá,dèbù gúmbá-gúmbà,,kùnɛ̀-kúnɛ́ sǎ:mbà,pólmálá:ndì (< Ful.),,,,,,,,,,,,,,,,
animal,wild,animal,sauvage,1.0,10.0,1.0,wild animal,animal sauvage,45.0,,,old,,wild animals (eaten or not),animal sauvage (comestible ou non),2.0,òw ɛ́sú,ɔ̀rⁿɔ́: yɔ̂:,"ɔ̀rⁿɔ́: yɔ̂-m\\yɔ̂:, ɔ̀rⁿɔ̀ jáwdì-m\\jáwdì",ǒ: jáwdì,,,,,,,bàrà-nɔ̌:ⁿ,òl-nàwⁿá,,,,òlù nàmá,,,,,,,kɔ̀yⁿ námà,,,,,,,,,,,,,,,,,,,
animal,wild,animal,sauvage,1.0,10.0,2.0,wild animal,animal sauvage,46.0,,,old,,wild game animal(s),"gibier, animaux sauvages (comestibles)",2.0,ǒw nàwⁿà,ɔ̀rⁿɔ́: nàwⁿà:,ɔ̀rⁿɔ́: námà,ò:-nàmâ,ògùlù-nàmá,"ejunɔwⁿɔ,nɔwⁿɔ,ejumagasɛgɛ","èjù-nɔ̀wⁿɔ́, nɔ̀wⁿɔ́, èjú mà gàsɛ̀gɛ́",,,,,òl-nàwⁿá,bàlà-nàmà,,,òlù nàmá,,,,òy-nàmà\\-mú,kɛ̀rɛ̀-nàmâ:\\-mbò,,kɔ̀yⁿ námà,,,,,,,,,,,,,,,,,,,
animal,bird,animal,oiseau,1.0,11.0,1.0,bird,oiseau,47.0,,,old,,bird (any),(tout) oiseau,1.0,sǎy,nì:yⁿî-m\\nì:yⁿî:,nǐ:-m\\nǐ:,lì:gí,sàdâ:,"sajiⁿ,saju","sà:j-î:ⁿ, sàjú",sà-sǎy,,sàjú,sàjú,sì-sǎ:,sàjù,sàjù,xxx,sàdàá,nègě:g,"lègèègú, nègèègú",àdé\\àdù-mbó,àɲàn\\-mù,nǐ:\\nì:-mbó,níyè,ìní,,ní:bè,nèjjé,,,,,,,,,,,,,,,,
animal,bird,animal,oiseau,1.0,11.0,2.0,poultry,volaille,48.0,,,old,,poultry,volaille,3.0,,,jɛ̀ndɛ̀-kìsìyú,,,,,,,,,ɛ̀ɲɛ́,,,,gìnɛ̀-ý sàdàà,,,,,,,kárá kárá sá:gè,,,,,,,,,,,,,,,,,,,
animal,pig,animal,cochon,1.0,12.0,1.0,pig,cochon,49.0,,,old,,pig,cochon,1.0,tórú,tórú-m\\tórú,àríyè-m\\àríyà,tó:rì,tólù,toru,tórú,tórú,,,tórú,tól,tó-ẃ (X tó),tó-ẃ (X tó:),,tólú,álìyà,álìyà,tólé\\tól-mbò,tól,"àlíyà\\àlíyà-mbò, ólé àlìyà\\ólé àlìyà-mbò",álíyá,álúwà,,ʔàllà,àlgà (y-),,,,,,,,,,,,,,,,
livestock,herder,bétail,berger,2.0,1.0,1.0,"herder, shepherd",berger,50.0,yes,,old,,"herder, shepherd",berger,1.0,"bè-bé-nú\\bè-bérú-m, àrzàgà-bé-nú\\bérú-m",àrsɛ̀:-bèré-m\\bèré,bè-bèrú-m\\bè-bèrú,"jáwtì nù dìmbíyɛ̂-m, bèrèmbí",bɛ̀lù-gírì-nɛ̀\\bɛ̀lù-ŋ-gírì-ŋ,"bɛrjirɛn,asɛgɛdigɛn,asɛgɛjirin","bɛ̀r-jírɛ́-n, àsɛ̀gɛ̀-dígɛ́-n, àsɛ̀gɛ̀-jírí-n",gírí-nú,,,àrùsɛ̀gɛ̀-gírɛ́,bɛ̀l-[gírɛ́-nɛ́],"dà:bà-[jìrɛ̀-yⁿ], byɛ̀-[jìrɛ̀-yⁿ], byɛ̀-[ɲù:-mìⁿ]",dà:bà-[jìrɛ̀-yⁿ],,gìrù gírí-nɛ́,bɛ̀l-gírù,bɛ̀lɛ̀gírù,bè:mé:\\bè:m-bó,kìlɛ̀\\-mù,kìrgɛ́:\\kìrgá:,bèlgè-jírí,bɛ̀lì gírí,,kɔ̀mbɔ́-gìrù,gìrà:-gìr,,,,,,,,,,,,,,,,
livestock,herder,bétail,berger,2.0,1.0,2.0,herder,berger,51.0,,,old,,"cattle herder, cowherd",berger de vaches,2.0,nàŋà-bé-nú\\-bérú-m,nà:-bèré-m\\bèré,,nàŋà-bèrèmbí,nàŋà-gírì-nɛ̀,naŋajirɛn,nàŋà-jírɛ́-n,,,,,nà:-[gírɛ́-nɛ́],,,,nàà gírí-nɛ́,,nàgír,,nà:-kìlɛ̀\\-mù,nàwò: kìrgɛ́:,,nâ: gírí,,,nà:-gìr,,,,,,,,,,,,,,,,
livestock,herder,bétail,berger,2.0,1.0,3.0,custodian,surveillant,52.0,,,old,,livestock custodian,surveillant de bétail,2.0,,,,jáwdì nù háybɛ̂-m,,asɛgɛhaybɛn,àsɛ̀gɛ̀-háybɛ́-n,,,,,bɛ̀l-[gírɛ́-nɛ́],,,,bɛ̀lù gírí-nɛ́,,,,,dùmɔ̀:-hàybé\\dùmɔ̀:-hàybú-mbó,,,,,,,,,,,,,,,,,,,,,
livestock,graze,bétail,brouter,2.0,2.0,1.0,"pasture, grazing",pâturage,53.0,,,old,,"pasture, grazing","pâturage, fait de brouter",2.0,bérúm,bèré:,,bèrèmbí,gìrú,jiru,jírù,gírì,,,gírì,gírù,,,,gírú,,,bè:-ŋgó,kílɛ́,gír-ŋgán,,bɛ́lí gírí,,,,,,,,,,,,,,,,,,,
livestock,graze,bétail,brouter,2.0,2.0,2.0,"tend, watch over",surveiller,54.0,,,old,,"(herder) watch over, tend (flock)","(berger) surveiller, garder (troupeau)",2.0,bèrǔm\\bèrùmó,háybɛ́,,háybí,,haybɛ,háybɛ́,háybɛ́,,,,kájúbá-\\kájúbú,,,,"háìbɛ̀ káná, yɛ̀-ndɛ́",,,bè-:ŋgó bè:mí (bè:mí-tì),háybɛ́,háybɛ́,hàybí kán,"gírɛ́, kájábè, háybè kání",,,,,,,,,,,,,,,,,,,
livestock,graze,bétail,brouter,2.0,2.0,3.0,pasture,pâturer,55.0,,,old,,(livestock) go to graze in pasture,(bétail) aller au pâturage,3.0,bérúm bòrú\\yá,ɲɛ̀-rɛ́: ló,,"bèrèmbí gó ńné, bèrěm gó ńné",,jiruya,jírù yǎ:,gírì yǎ:,gírù yǎ:,,gírì yě,gírù yǎ:-\\yǎy,,,,gírú yàá,,,,[kílɛ́ ná] ún,gír-ŋgán ín,,,,,,,,,,,,,,,,,,,,,
livestock,graze,bétail,brouter,2.0,2.0,4.0,graze,brouter,56.0,yes,,old,,"(livestock) graze, feed on vegetation","(bétail) brouter de l'herbe, pâturer",3.0,tógúrú\\tógúró,ɲɛ́,,bèrí kúwó,,jirɛ,jìrɛ́,,,,,běl mɛ̀rⁿɛ́-\\mɛ̀rⁿɛ́,,,,bèlú mìnɛ́,,bɛ̀lɛ́ bìlí ɲɛ́ɛ̀n,,,bèlé kúbí,,ɲá:mì,,,,,,,,,,,,,,,,,,,
livestock,graze,bétail,brouter,2.0,2.0,5.0,"stand, rear","debout, dabrer",57.0,,,old,,(e.g. goat) stand on hind legs (to browse in trees),(chèvre etc.) s'arrêter sur les pattes de derrière (afin de brouter dans les arbres),2.0,wòrú\\wòró,dòló,yóŋkà káŋ,tá:ⁿ,,"wakka,gɔgɔ","wákká, gɔ̀ɣɔ́",,kùwɔ̀-tógù tógó,,àtégú tégé,wǎ:g-ɛ́:-\\wǎ:g-í:,,,,gòmúgí-yé,,,,támbí-yɛ́\\támbí-yá-lì,gòbí-y,,tɛ́gɛ́-tɛ́gɛ́ íŋgyê:,,,,,,,,,,,,,,,,,,,
livestock,take to pasture,bétail,faire pâturer,2.0,3.0,1.0,pasture,pâturer,58.0,,,old,,(herder) take animals to pasture,(berger) faire pâturer les animaux,2.0,,ɲɛ́:-wⁿú,,"bèrémí, bèrèmbí bèrémí",,"jirɛ, jirujirɛ","jìrɛ́, jírù jìrɛ́",,,,,gírù já:,,,,gírú jáá,,,,[kílɛ́ ná] ún-mɔ́,gír-ŋgán gìrɛ́,gíró (Ningo),gírɛ́,,,,,,,,,,,,,,,,,,,
livestock,take to pasture,bétail,faire pâturer,2.0,3.0,2.0,pasture,pâturer,59.0,,,old,,(herder) go to pasture with livestock,(berger) aller au pâturage avec le bétail,2.0,bérúm bèrǔ-m\\bèrù-mó,àrsɛ̀:-bèré: ló,[bèbèrú wó] ńdé,"bèrèmbí gó ńné, bèrěm gó ńné",,jiruya,jírù yǎ:,gírì yǎ:,,,,gírù yǎ:,,,,gírú yàá,,,,,gìrɛ́,,"bɛ́lí gírɛ́, bɛ́lí gírá: ándé",,,,,,,,,,,,,,,,,,,
livestock,take to pasture,bétail,faire pâturer,2.0,3.0,3.0,pasture,pâturer,60.0,,,old,,(herder) have (livestock) graze,(berger) faire pâturer (bétail),2.0,"lí:-m\\lí:-má, bérúm bèrǔ-m\\bèrù-mó",ɲɛ́:-wⁿú,,kúwó-mí,,"ɲɛwⁿɛ,jirɛ,jirujirɛ","ɲɛ́:-wⁿɛ́, jìrɛ́, jírù jìrɛ́",,gìré,,,gìrɛ́-\\gìrú,,,,bèlú mìnɛ́-mɔ́,,,,,kúbó-m,,,,,,,,,,,,,,,,,,,,,
livestock,take to pasture,bétail,faire pâturer,2.0,3.0,4.0,pasture,pâturer,61.0,,,old,,(herder) let (livestock) graze on its own,(berger) laisser pâturer (bétail) indépendamment,2.0,"dúdà kárⁿú\\kárⁿá, nàrⁿú pású\\pásá","lǎr tí, ɔ́:rɛ́",,,,ɔrɔdaga,ɔ́:rɔ́ dàɣá,,,,,ó:ró-\\ó:rú,,,,túmáá mìnɛ́-mɔ́,,,,,ɔ́:rɛ́ dɔ̀gɛ́,,dɛ́ndɛ́nɛ̀ ɲámá: bó,,,,,,,,,,,,,,,,,,,
livestock,take to pasture,bétail,faire pâturer,2.0,3.0,5.0,move out (animals),faire sortir (animaux),8565.0,,,2010.06,,(herder) move (livestock) out of their pen to go to pasture,(berger) faire sortir (les animaux) de leur clôture pour aller au pâturage,2.0,ɔ́:rà kárⁿú,ɔ́:rú,,ɔ́:rí,,"ɔrɔ,ɔrɛ",ɔ́:rɔ́ ~ ɔ́:rɛ́,,,,pínì-rⁿì\\pínɛ́-rⁿɛ́,gǒ:-nó-\\gǒ:-nú,,,,gìrú gòò-ndó,,,,ɔ́rɔ́\\ɔ́rá-lì,,,píyɛ́,,,,,,,,,,,,,,,,,,,
livestock,nourishment,bétail,nourriture,2.0,4.0,1.0,grass,herbe,62.0,,,old,,"grass, herbs","herbe, plantes herbacées",1.0,sɔ̀lɔ́,bèrú,"bèrú, sàwâ:","bèrí, sàwâ",bèlé,ɔyɔ,ɔ̀yɔ́,ɔ̀yɔ́,,,gú-gúrú,dɔ̀gɔ́,gwìní,gùní:,,"kèrú, bèlú","kɔ̌:g (kɔ̀:gú), bèlé (fodder)",kɔ́ɔ́gù,yɔ̀wá,ɔ̀à,sɔ̌:mɛ̀-ŋgò\\sɔ̌:mɛ̀,"bélŋge (fodder), béléŋgé (Boui), kɔ́y (in nature)",béléŋgè,,kɔ́jì,kɔ́jí,,,,,,,,,,,,,,,,
livestock,nourishment,bétail,nourriture,2.0,4.0,2.0,grass,herbe,63.0,,,old,,fresh (green) grass,herbe fraîche (verte),2.0,sɔ̀lɔ̀ ɔ̀rú,sàwà: ɔ̀rú,"bèrù ɔ̀rú-m, sàwà: ɔ̀rú-m","sàwà ɔ̀rí, bèrì ɔ̀rí",,ɔyɔɔru,ɔ̀yɔ̀ ɔ̀rú,ɔ̀yɔ̀ ɔ̀rú,,,gù-gùrù ɔ̀rú,dɔ̀gɔ̀ wɛ́rú,gwìnì ɔ́,,,"kèrù ɔ̀lú, kèrù wɛ́rú",kɔ̀:gù wɛ́rù-ŋ,ḱɔ̀ɔ̀gù ólúgú,,ɔ̀à ɔ̀l,sɔ̀:mɛ̀-ŋgò ɛ̌m-ŋgó\\sɔ̀:mɛ̀ ɛ̀mɛ́:,,kúbɛ̀,,,,,,,,,,,,,,,,,,,
livestock,nourishment,bétail,nourriture,2.0,4.0,3.0,pasture,pâturage,64.0,,,old,,pasture,pâturage,3.0,sà-sǎŋ,ɔ̀rⁿɔ́:,bèbèrú,bèrèmbí,,,,,,,,běl,,,,gìrù gìrú,,gírù,,,gír-ŋgán,,bɛ́lí gírí,,,,,,,,,,,,,,,,,,,
livestock,nourishment,bétail,nourriture,2.0,4.0,4.0,straw,paille,65.0,,,old,,straw,paille,2.0,jéyⁿ,sàwà:-sê:,pɛ́sɛ́y,"sàwà-sǒ:, sà:-sǒ:",,ɔm,ɔ̂m,kìkèrú,,,kèrù sá:ŋá,kɔ̀ngò-kèrú,,sáŋgá,,"bèlù máá, óló, òlò máá",,kɔ́ggùl,,énzèl,bèlé\\bèlé,,béléŋgè,,,,,,,,,,,,,,,,,,,
livestock,drink,bétail,boire,2.0,5.0,1.0,drink,abreuver,66.0,,,old,,(herder) have (livestock) drink,(berger) abreuver (bétail),2.0,nɛ̌-m\\nɛ̀-wⁿá,nɔ̀:-wⁿú,nɔ̀mí,nɔ̌:-mí,,nɔwⁿɔ,nɔ̀:-wⁿɔ́,,,,,nɔ̌:-mɔ́-\\nɔ̌:-mú,,,xxx,nɔ́ɔ́-mɔ́,,,,nìyⁿɛ́-mɛ́\\nìyⁿɛ̀-mà-lí,nǎ:-m,,nyá:mì,,,,,,,,,,,,,,,,,,,
livestock,animal pen,bétail,parc d'animaux,2.0,6.0,1.0,pen,"parc, clôture",67.0,,,old,,animal pen made with thorn branches,clôture d'animaux fabriquée avec des branches épineuses,TD,"pìŋó, hóggò",sém,"hóggò, gǎ:",séŋé,,,hòggò sǎŋ,séŋgú,,,,[jì-jì:]-kòrú,,,,kìlɛ̀ sóŋgó,,,séŋgé\\séŋgú,séŋ,kìlǒ:\\kìlě:,,"gárbálì, hɔ́kkɔ̀",,,,,,,,,,,,,,,,,,,
livestock,animal pen,bétail,parc d'animaux,2.0,6.0,2.0,pen,"parc, clôture",68.0,yes,,old,,animal pen in a village (with mud-brick or stone walls),parc d'animaux dans un village (avec des murs en banco ou en pierres),TD,"pìŋó, hóggò",hóggò ~ hókkò,"hóggò, gǎ:",hógô,kòró,"gono,hoggo","hóggò, hòggò gɔ̌ŋ",hókkò,hóggò,,gònó,nà:-gònó,,dà:bà-gòló,,kílɛ́,,hɔ́kkɔ̀,,àzɛ̀gɛ̀-mú gòmù,pó:n\\pó:n,,"gárbálì, hɔ́kkɔ̀",,,,,,,,,,,,,,,,,,,
livestock,animal pen,bétail,parc d'animaux,2.0,6.0,2.2,pen,"parc, clôture",8725.0,yes,,2010.06,,animal pen in a village with stone walls,parc d'animaux dans un village avec des murs en pierres,TD,,,,,,hoggo,hóggò,,,,,,dà:bà-gòló,,,"kógó, gárbàl",,,,gárbàl,,,,,,,,,,,,,,,,,,,,,,
livestock,animal pen,bétail,parc d'animaux,2.0,6.0,3.0,pen,"parc, clôture",69.0,,,old,,animal pen in the bush made from stones,clôture d'animaux en brousse fabriquée en pierre (surtout pour le petit betail),TD,"pìŋó, hóggò",tǒ:,xxx,,,,xxx,xxx,,,,kòrú,,,xxx,xxx,,,,"gárbàl, òlò",kín-mbò pò:n,,,,,,,,,,,,,,,,,,,,,
livestock,animal pen,bétail,parc d'animaux,2.0,6.0,3.5,pen,"parc, clôture",8726.0,,,2010.06,,wooden pen for cattle,clôture en bois pour les vaches,TD,,nà:-hókkò,,nàŋà séŋé,hɔ́kkɔ̀,hoggo,hóggò,,,,nàŋà gònó,nà:-ɔ́gú,dà:bà-gòló,dà:bà-hɔ́gɔ́,,kílɛ́,,,,gárbàl,,,,,,,,,,,,,,,,,,,,,,
livestock,animal pen,bétail,parc d'animaux,2.0,6.0,4.0,night quarters,lieu à coucher,70.0,,,old,,"spot in the bush where livestock return each evening to spend the night, livestock's night quarters","endroit en brousse où le bétail revient chaque soir pour passer la nuit, lieu à coucher du bétail",TD,púlògá,hóggò ~ hókkò,,gárî,,hoggo,hóggò,,,,,gɔ̀rɔ́,,,,kílɛ́,,,,hókkò,gárkè\\gárkè,,góndò,,,,,,,,,,,,,,,,,,,
livestock,animal pen,bétail,parc d'animaux,2.0,6.0,5.0,shelter,abri,71.0,,,old,,small house where livestock can take shelter from cold or rain,maisonette servant d'abri pour le bétail contre la pluie ou le froid,TD,,"bɛ̂r kùlùrì:, àrsɛ̌: kúlùrì:",xxx,,,,xxx,xxx,,,,tógù,,,,ɛ̀nɛ̀ dém,,,,,dùndàŋgé\\dùndàŋgɛ́:,,,,,,,,,,,,,,,,,,,,,
livestock,animal pen,bétail,parc d'animaux,2.0,6.0,6.0,night quarters,lieu à coucher,72.0,,,old,,"night quarters, (animal's or person's) place for spending the night",endroit ou qn ou un animal passe la nuit,TD,dìŋ-lá,ɔ̀rⁿɔ̀: nǎ-ỳⁿ,,,,diⁿnayⁿ,dì:ⁿ-nǎ-yⁿ,,,,,,,,,gárgè,,,,,kèŋgè bíyò-ŋgà,,"dá:n gɔ́lì // gɔ́lì, nà: wé: dá:n gɔ́lì",,,,,,,,,,,,,,,,,,,
livestock,animal pen,bétail,parc d'animaux,2.0,6.0,7.0,pen,parc,73.0,,,old,,"overnight place (for domestic animal, e.g. donkey, horse)","lieu pour passer la nuit (d'un animal domestique, par ex. âne, cheval)",TD,pègú,péyí,káŋgéy,pégí,,pegu,pègú,,,,,pégú,,,,"kòmmú, júgàl, tɔ́lɔ́",,,,àzɛ̀gɛ̀-mú pégù,júggàl\\júggɛ̀ = júggàl,,"gárbálì, hɔ́kkɔ̀",,,,,,,,,,,,,,,,,,,
livestock,muzzle,bétail,muselière,2.0,7.0,1.0,"udder, smear","pis, enduire",74.0,,,old,,smear (udder) with excrement to discourage suckling,enduire (pis) d'excréments afin de diminuer la tétée,2.0,tárú\\tárá,párá,táwá,párí,,tara,tárá,,,,,nà:-bɔ́jɔ̀ párá,,,,bɔ́dɔ́ párá,,,,pádú\\pádá-lì,bɔ́llɛ̀ pár,,,,,,,,,,,,,,,,,,,,,
livestock,muzzle,bétail,muselière,2.0,7.0,2.0,"udder, smear","pis, enduire",75.0,,,old,,act of smearing excrement on udder to discourage suckling,fait d'enduire le pis d'excréments pour diminuer la tétée,2.0,,pàr-î:,bóllè,pár-ndɛ́,,,,,,,,bɔ́jɔ̀ párá,,,,bɔ̀dɔ̀ párá,,,,,,,,,,,,,,,,,,,,,,,,,,
livestock,muzzle,bétail,muselière,2.0,7.0,3.0,muzzle,muselière,76.0,yes,,old,,muzzle-stick with thorns tied over an animal's mouth to prevent suckling,muselière en forme de bâton à épines attachée au-dessus du museau d'un animal afin d'empêcher la tétée,TD,,,,,,"celbu,celbi","célbù, célbì",kà:-pɔ́:lùm,,,,,,,,tɔ́ɔ́ɲɔ́,,tɔ́ɲɔ̀,,tɔ́njɔ̀,,,"bɛ̀lì tɛ́mɛ́, kìnjà kálábù",,,,,,,,,,,,,,,,,,,
livestock,muzzle,bétail,muselière,2.0,7.0,4.0,"stick, muzzle","bâton, muselière",77.0,get,,old,,"stick attached to mouth (of lamb, goat kid, or calf) to prevent suckling","bâton attaché à la bouche (d'agneau, de chevreau, de veau) pour empêcher la tétée",TD,kàrûm,"kàrmbú, tɔ́:ɲɔ̀","lé:mbòl, lé:mòl, kèrèmú",kàrmbí,,"celbu,celbi","célbù, célbì",,,,,kàlmú,,,,kàlàmbú,,,,,kélbòl\\kélbè,,kàlàbú,,,,,,,,,,,,,,,,,,,
livestock,muzzle,bétail,muselière,2.0,7.0,5.0,muzzle,muselière,78.0,get,,old,,muzzle-guard over livestock animals' mouth to prevent grazing in cultivated fields on the way to or from pasture,muselière qui couvre la bouche d'un animal afin de l'empêcher de broutter dans les champs cultivés en route au pâturage,TD,,,,yɔ́gî,,,,,,,kàⁿ-pɔ̌ⁿ,jɔ̀mɔ̀-ýⁿ,,,,"jɔ̀mmɔ̀-ý, kìnù dɔ̌yⁿ, àŋà nìmmú",,,,kàlàmbú,,,bɛ̀lì kálábù,,,,,,,,,,,,,,,,,,,
livestock,muzzle,bétail,muselière,2.0,7.0,6.0,muzzle,muselière,79.0,get,,old,,muzzle-guard (covering that prevents a young animal's suckling),muselière (couvre-museau qui empêche la tétée d'un jeune animal),TD,kà-pàg-ú,"kàrmbú, tɔ́:ɲɔ̀","lé:mbòl, lé:mòl, kèrèmú",tɔ́:ɲɛ̀,,,,,,,,,,,,kèrèmbú,,,,,kàgá-ŋgó\\kàgɛ̌:,,kìnjà kálábù,,,,,,,,,,,,,,,,,,,
livestock,muzzle,bétail,muselière,2.0,7.0,7.0,muzzle,muselière,80.0,,,old,,muzzle for horse,muselière pour âne,2.0,,kàrmbú,,,,,,,,,,kàlmú,,,,kàlàmbú,,,,sòm-bɛ̀ndɛ̀,,,kàlàbú,,,,,,,,,,,,,,,,,,,
livestock,castrate,bétail,castrer,2.0,8.0,1.0,castrate,castrer,81.0,,,old,,castrate (animal),castrer (animal),1.0,,,,pɔ́rɔ́,pɔ́rɔ̀\\pɔ́r-ɛ̀,pɔrɔ,pɔ́rɔ́,,,,,pɔ́rɔ́-\\pɔ́rɔ́,,,,pɔ́rɔ́,pɔ́rɛ̀,,,,,,kámbé,,tɛ́mbɛ̀,pɔ́rɛ́,,,,,,,,,,,,,,,,
livestock,castrate,bétail,castrer,2.0,8.0,2.0,castrate,castrer,82.0,,,old,,castrate (animal) by cutting,castrer (animal) en le coupant,1.0,pɔ́lú\\pɔ́lɔ́,pɔ́rɔ́,mórⁿà kám,pɔ́rɔ́,,pɔrɔ,pɔ́rɔ́,pɔ́rɔ́,,,pɔ́rɔ́,pɔ́rɔ́-\\pɔ́rɔ́,hwɛ̀rɛ́,fɔ́rɛ́,,pɔ́rɔ́,,,pɔ́rɔ́ (pɔ́rɔ́-tì-),pɔ́dɔ́\\pɔ́dá-lì,mɔ́rɛ́,mɔ́rɔ́,kámbé,,,,,,,,,,,,,,,,,,,
livestock,castrate,bétail,castrer,2.0,8.0,3.0,castrated,castré,83.0,,,old,,"castrated (bull, ram, billygoat)","castré (taureau, bélier, bouc)",2.0,pɔ́lù,pɔ̀rú-m\\pɔ̀rú,mɔ́:rá:nì,pɔ̀rí,,pɔru,pɔ̀rú,,pɔ̀rú,,pɔ̀rú,pɔ̀rú,,,,pɔ̀rú,,,,pɔ̀dù,mɔ́rɛ́-bà:,,kámbé,,,,,,,,,,,,,,,,,,,
livestock,castrate,bétail,castrer,2.0,8.0,4.0,emasculate,émasculer,84.0,,,old,,emasculate (male animal) by crushing its testicles,émasculer (animal mâle) en lui écrasant les testicules,1.0,túw\\túwó,túmbó,pɔ́tɔ́,túmbó,dùmbɔ́\\dúmb-ɛ̀,tumo,túmó,túmbó,,,,kámá-\\kámú,kɛ̀mbɛ́,kɛ́mbɛ́,,dùmbɔ́,dùmbɛ́,,bɔ̀tɔ́ (bɔ̀tɔ́-tì-),kámbú\\kámbá-lì,dùmbɛ́,tɛ́mbɔ́,tɛ́búlɛ̀,,tɛ́mbɛ̀,tɛ́njɛ́,,,,,,,,,,,,,,,,
