ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	AUTOCOGID
14418	JamsayAlphabet	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bujo	bujo	b u/u dʒ o		134
14419	JamsayDouentza	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bùjó	bùjó	b ù/u dʒ ó/o		134
14420	JamsayMondoro	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	tóŋó kúnó	tóŋó_kúnó	t ó/o ŋ ó/o + k ú/u n ó/o		133
14421	Mombo	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	táŋgámì	táŋgámì	t á/a ŋ ɡ á/a m ì/i		138
14422	Najamba	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	símbírɛ́ gǎn	símbírɛ́_gǎn	s í/i ⁿb í/i r ɛ́/ɛ + ɡ ǎ/a n		139
14423	Nanga	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bùsó	bùsó	b ù/u s ó/o		134
14424	PergeTegu	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	sú:ró, bùsó	sú:ró	s úː/uː r ó/o		141
14425	TogoKan	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bùjó	bùjó	b ù/u dʒ ó/o		134
14426	TommoSoTongoTongo	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	táŋúndá	táŋúndá	t á/a ŋ ú/u ⁿd á/a		138
14427	ToroTegu	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	tóŋgúrú\\tóŋgúró	tóŋgúrú	t ó/o ŋ ɡ ú/u r ú/u		138
14428	YandaDom	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bùzó kúndó	bùzó_kúndó	b ù/u z ó/o + k ú/u ⁿd ó/o		145
14429	YornoSo	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bùjó\\bùjú	bùjó	b ù/u dʒ ó/o		134
12839	BankanTey	(e.g. fallen tree) impede, block the passage of (sb)	pálà káŋ	pálà_káŋ	p á/a l à/a + k á/a ŋ		146
12840	BenTey	(e.g. fallen tree) impede, block the passage of (sb)	pálɛ́, fálɛ́	pálɛ́	p á/a l ɛ́/ɛ		146
12841	DonnoSo	(e.g. fallen tree) impede, block the passage of (sb)	páŋɛ̀:\\páŋìỳ	páŋɛ̀:	p á/a ŋ ɛ̀:/ɛː		146
12842	JamsayAlphabet	(e.g. fallen tree) impede, block the passage of (sb)	pala	pala	p a l a		146
12843	JamsayDouentza	(e.g. fallen tree) impede, block the passage of (sb)	pálá	pálá	p á/a l á/a		146
12844	Mombo	(e.g. fallen tree) impede, block the passage of (sb)	párì kání	párì_kání	p á/a r ì/i + k á/a n í/i		146
12845	Najamba	(e.g. fallen tree) impede, block the passage of (sb)	pálɛ́, fálɛ́, tíndí	pálɛ́	p á/a l ɛ́/ɛ		146
12846	Nanga	(e.g. fallen tree) impede, block the passage of (sb)	kálé, pálɛ́	kálé	k á/a l é/e		146
12847	PergeTegu	(e.g. fallen tree) impede, block the passage of (sb)	pálɛ́	pálɛ́	p á/a l ɛ́/ɛ		146
12848	TogoKan	(e.g. fallen tree) impede, block the passage of (sb)	dùŋó	dùŋó	d ù/u ŋ ó/o		155
12849	TommoSoTongoTongo	(e.g. fallen tree) impede, block the passage of (sb)	tíndíyé	tíndíyé	t í/i ⁿd í/i j é/e		156
12850	ToroTegu	(e.g. fallen tree) impede, block the passage of (sb)	pálà kárⁿú\\kárⁿá	pálà_kárⁿú	p á/a l à/a + k á/a r̃ ú/u		146
12851	YandaDom	(e.g. fallen tree) impede, block the passage of (sb)	íbé\\ìbèlí	íbé	í/i b é/e		158
12852	YornoSo	(e.g. fallen tree) impede, block the passage of (sb)	tí:ⁿ\\tí:ⁿ	tí:ⁿ	t í:ⁿ/ĩː		155
8767	BankanTey	(e.g. host) act as guide for (a visitor)	dàbí	dàbí	d à/a b í/i		159
8768	BenTey	(e.g. host) act as guide for (a visitor)	dìmdí	dìmdí	d ì/i m d í/i		160
8769	DogulDomA	(e.g. host) act as guide for (a visitor)	pɔ̀lɛ́	pɔ̀lɛ́	p ɔ̀/ɔ l ɛ́/ɛ		161
8770	JamsayAlphabet	(e.g. host) act as guide for (a visitor)	dimne,dimnɛ	dimne	d i m n e		160
8771	JamsayDouentza	(e.g. host) act as guide for (a visitor)	dìmné ~ dìmnɛ́	dìmné	d ì/i m n é/e		160
8772	Najamba	(e.g. host) act as guide for (a visitor)	tɛ́ríyɛ́	tɛ́ríyɛ́	t ɛ́/ɛ r í/i j ɛ́/ɛ		164
8773	Nanga	(e.g. host) act as guide for (a visitor)	téríyé	téríyé	t é/e r í/i j é/e		164
8774	PergeTegu	(e.g. host) act as guide for (a visitor)	dìmdɛ́	dìmdɛ́	d ì/i m d ɛ́/ɛ		160
8775	TommoSoTongoTongo	(e.g. host) act as guide for (a visitor)	tééríyé	tééríyé	t éé/eː r í/i j é/e		164
8776	ToroTegu	(e.g. host) act as guide for (a visitor)	bàrú\\bàrá	bàrú	b à/a r ú/u		161
8777	YornoSo	(e.g. host) act as guide for (a visitor)	dìmɛ́rɛ́\\dìmɛ́rú	dìmɛ́rɛ́	d ì/i m ɛ́/ɛ r ɛ́/ɛ		160
15845	BankanTey	(e.g. metallic surface) shine, be shiny	tálí	tálí	t á/a l í/i		165
15846	BenTey	(e.g. metallic surface) shine, be shiny	cɛ́rⁿíyⁿí, kɛ́rⁿíyⁿí	cɛ́rⁿíyⁿí	tʃ ɛ́/ɛ r̃ í/i yⁿ/ỹ í/i		165
15847	DonnoSo	(e.g. metallic surface) shine, be shiny	dèlé\\délè	dèlé	d è/e l é/e		165
15848	Gourou	(e.g. metallic surface) shine, be shiny	dò:ró	dò:ró	d òː/oː r ó/o		165
15849	JamsayAlphabet	(e.g. metallic surface) shine, be shiny	arⁿa,doro,kaŋarⁿa	arⁿa	a r̃ a		169
15850	JamsayDouentza	(e.g. metallic surface) shine, be shiny	á:rⁿá, dò:ró, káŋárⁿá	á:rⁿá	á:/aː r̃ á/a		169
15851	Mombo	(e.g. metallic surface) shine, be shiny	táyérè	táyérè	t á/a j é/e r è/e		165
15852	Najamba	(e.g. metallic surface) shine, be shiny	já:ríyɛ́	já:ríyɛ́	dʒ á:/aː r í/i j ɛ́/ɛ		165
15853	Nanga	(e.g. metallic surface) shine, be shiny	ɛ́sɛ́	ɛ́sɛ́	ɛ́/ɛ s ɛ́/ɛ		173
15854	PergeTegu	(e.g. metallic surface) shine, be shiny	kárⁿíyⁿɛ́	kárⁿíyⁿɛ́	k á/a r̃ í/i yⁿ/ỹ ɛ́/ɛ		169
15855	TogoKan	(e.g. metallic surface) shine, be shiny	dǒ:rì	dǒ:rì	d ǒː/oː r ì/i		165
15856	TommoSoTongoTongo	(e.g. metallic surface) shine, be shiny	jàíndɛ́	jàíndɛ́	dʒ à/a í/i ⁿd ɛ́/ɛ		176
15857	ToroTegu	(e.g. metallic surface) shine, be shiny	télú\\téló	télú	t é/e l ú/u		165
15858	YandaDom	(e.g. metallic surface) shine, be shiny	záyndɛ́\\zàyndàlí	záyndɛ́	z á/a j ⁿd ɛ́/ɛ		178
15859	YornoSo	(e.g. metallic surface) shine, be shiny	dǒ:ró	dǒ:ró	d ǒː/oː r ó/o		165
14387	BankanTey	(e.g. stick) be dropped (by sb)	yǎ: síyé	yǎ:_síyé	j ǎ:/aː + s í/i j é/e		179
14388	BenTey	(e.g. stick) be dropped (by sb)	yàɣá	yàɣá	j à/a ɣ á/a		180
14389	JamsayAlphabet	(e.g. stick) be dropped (by sb)	baga	baga	b a ɡ a		180
14390	JamsayDouentza	(e.g. stick) be dropped (by sb)	bàɣá	bàɣá	b à/a ɣ á/a		180
14391	Mombo	(e.g. stick) be dropped (by sb)	dɔ́mbúlɛ̀	dɔ́mbúlɛ̀	d ɔ́/ɔ ⁿb ú/u l ɛ̀/ɛ		183
14392	Najamba	(e.g. stick) be dropped (by sb)	pór dɛ̀ŋɛ́	pór_dɛ̀ŋɛ́	p ó/o r + d ɛ̀/ɛ ŋ ɛ́/ɛ		184
14393	Nanga	(e.g. stick) be dropped (by sb)	yɛ̀gɛ́	yɛ̀gɛ́	j ɛ̀/ɛ ɡ ɛ́/ɛ		180
14394	PergeTegu	(e.g. stick) be dropped (by sb)	bàgá	bàgá	b à/a ɡ á/a		180
14395	TommoSoTongoTongo	(e.g. stick) be dropped (by sb)	ɛ́llíyɛ́	ɛ́llíyɛ́	ɛ́/ɛ l l í/i j ɛ́/ɛ		187
14396	ToroTegu	(e.g. stick) be dropped (by sb)	lǔw\\lùwó	lǔw	l ǔ/u w		188
14397	YornoSo	(e.g. stick) be dropped (by sb)	bàgá\\bàgú	bàgá	b à/a ɡ á/a		180
8966	BankanTey	(imam) preach, give a sermon	wá:jò káŋ	wá:jò_káŋ	w á:/aː dʒ ò/o + k á/a ŋ		189
8967	BenTey	(imam) preach, give a sermon	wá:jɛ̀ wá:jɛ́	wá:jɛ̀_wá:jɛ́	w á:/aː dʒ ɛ̀/ɛ + w á:/aː dʒ ɛ́/ɛ		189
8968	Bunoge	(imam) preach, give a sermon	wà:jù kánì	wà:jù_kánì	w à:/aː dʒ ù/u + k á/a n ì/i		189
8969	DogulDomA	(imam) preach, give a sermon	wájè kànɛ́	wájè_kànɛ́	w á/a dʒ è/e + k à/a n ɛ́/ɛ		189
8970	DogulDomB	(imam) preach, give a sermon	wâ:j kánè	wâ:j_kánè	w â:/aː dʒ + k á/a n è/e		189
8971	DonnoSo	(imam) preach, give a sermon	wá:jù kán(à)	wá:jù_kán	w á:/aː dʒ ù/u + k á/a n		189
8972	Gourou	(imam) preach, give a sermon	tírⁿíwⁿɛ́ xxx	tírⁿíwⁿɛ́_xxx	t í/i r̃ í/i w̃ ɛ́/ɛ + x x x		195
8973	JamsayAlphabet	(imam) preach, give a sermon	wajuwajɛ	wajuwajɛ	w a dʒ u/u w a dʒ ɛ		196
8974	JamsayDouentza	(imam) preach, give a sermon	wá:jù wá:jɛ́	wá:jù_wá:jɛ́	w á:/aː dʒ ù/u + w á:/aː dʒ ɛ́/ɛ		189
8975	Najamba	(imam) preach, give a sermon	wá:jù wá:jɛ́	wá:jù_wá:jɛ́	w á:/aː dʒ ù/u + w á:/aː dʒ ɛ́/ɛ		189
8976	Nanga	(imam) preach, give a sermon	wá:jɛ̀ wá:jí	wá:jɛ̀_wá:jí	w á:/aː dʒ ɛ̀/ɛ + w á:/aː dʒ í/i		189
8977	Penange	(imam) preach, give a sermon	wá:jí kán	wá:jí_kán	w á:/aː dʒ í/i + k á/a n		189
8978	PergeTegu	(imam) preach, give a sermon	wá:jɛ̀ wá:jɛ́	wá:jɛ̀_wá:jɛ́	w á:/aː dʒ ɛ̀/ɛ + w á:/aː dʒ ɛ́/ɛ		189
8979	TebulUre	(imam) preach, give a sermon	wá:jɛ́ wá:jɛ́ (wá:jɛ́tì)	wá:jɛ́_wá:jɛ́_	w á:/aː dʒ ɛ́/ɛ + w á:/aː dʒ ɛ́/ɛ		189
8980	Tiranige	(imam) preach, give a sermon	wà:jí kán(ú)	wà:jí_kán	w à:/aː dʒ í/i + k á/a n		189
8981	TogoKan	(imam) preach, give a sermon	wá:jú wá:jù	wá:jú_wá:jù	w á:/aː dʒ ú/u + w á:/aː dʒ ù/u		189
8982	TommoSoTongoTongo	(imam) preach, give a sermon	wáàjù káná	wáàjù_káná	w â:/aː dʒ ù/u + k á/a n á/a		189
8983	ToroTegu	(imam) preach, give a sermon	wá:jɛ̀ kárⁿú\\kárⁿá	wá:jɛ̀_kárⁿú	w á:/aː dʒ ɛ̀/ɛ + k á/a r̃ ú/u		189
8984	YornoSo	(imam) preach, give a sermon	wá:jù kúnɔ́, wá:jù tágá	wá:jù_kúnɔ́	w á:/aː dʒ ù/u + k ú/u n ɔ́/ɔ		189
7151	BenTey	(legs) be spread, be separated	gɔ̀mbí í:yí	gɔ̀mbí_í:yí	ɡ ɔ̀/ɔ ⁿb í/i + í:/iː j í/i		197
7152	DonnoSo	(legs) be spread, be separated	gɔ̌:mbɔ̀ (stative), gɔ̀mbɛ́:\\gɔ́mbìỳ	gɔ̌:mbɔ̀_	ɡ ɔ̌:/ɔː ⁿb ɔ̀/ɔ		197
7153	Mombo	(legs) be spread, be separated	gɔ́mbɛ́	gɔ́mbɛ́	ɡ ɔ́/ɔ ⁿb ɛ́/ɛ		197
7154	Nanga	(legs) be spread, be separated	gɔ̀mbí í:yí	gɔ̀mbí_í:yí	ɡ ɔ̀/ɔ ⁿb í/i + í:/iː j í/i		197
7155	TommoSoTongoTongo	(legs) be spread, be separated	wànná	wànná	w à/a n n á/a		201
5571	BankanTey	(liquid) drip (one drop at a time)	téké	téké	t é/e k é/e		202
5572	BenTey	(liquid) drip (one drop at a time)	tégé	tégé	t é/e ɡ é/e		202
5573	Bunoge	(liquid) drip (one drop at a time)	tɛ́gɛ̀	tɛ́gɛ̀	t ɛ́/ɛ ɡ ɛ̀/ɛ		202
5574	DogulDomA	(liquid) drip (one drop at a time)	tèné	tèné	t è/e n é/e		202
5575	DogulDomB	(liquid) drip (one drop at a time)	ténè	ténè	t é/e n è/e		202
5576	DonnoSo	(liquid) drip (one drop at a time)	télè\\téle	télè	t é/e l è/e		207
5577	Gourou	(liquid) drip (one drop at a time)	sómó	sómó	s ó/o m ó/o		208
5578	JamsayAlphabet	(liquid) drip (one drop at a time)	lemlembaga	lemlembaga	l e m l e ⁿb a ɡ a		209
5579	JamsayDouentza	(liquid) drip (one drop at a time)	lémlém bàɣá	lémlém_bàɣá	l é/e m l é/e m + b à/a ɣ á/a		210
5580	Mombo	(liquid) drip (one drop at a time)	sólé	sólé	s ó/o l é/e		207
5581	Najamba	(liquid) drip (one drop at a time)	tégí	tégí	t é/e ɡ í/i		202
5582	Nanga	(liquid) drip (one drop at a time)	tégé	tégé	t é/e ɡ é/e		202
5583	Penange	(liquid) drip (one drop at a time)	dégé	dégé	d é/e ɡ é/e		202
5584	PergeTegu	(liquid) drip (one drop at a time)	tégé	tégé	t é/e ɡ é/e		202
5585	TebulUre	(liquid) drip (one drop at a time)	tégé (tégétì)	tégé_	t é/e ɡ é/e		202
5586	Tiranige	(liquid) drip (one drop at a time)	dégó, dègúdègù kán(ú)	dégó	d é/e ɡ ó/o		202
5587	TogoKan	(liquid) drip (one drop at a time)	léwé, sóró	léwé	l é/e w é/e		218
5588	TommoSoTongoTongo	(liquid) drip (one drop at a time)	tégé	tégé	t é/e ɡ é/e		202
5589	ToroTegu	(liquid) drip (one drop at a time)	lékúrú\\lékúró	lékúrú	l é/e k ú/u r ú/u		220
5590	YandaDom	(liquid) drip (one drop at a time)	tégé, sómbó	tégé	t é/e ɡ é/e		202
5591	YornoSo	(liquid) drip (one drop at a time)	tégé\\tégé xxx[chaining]	tégé	t é/e ɡ é/e		202
8411	BankanTey	(man's) sister	pòyâm\\pòyâ:	pòyâm	p ò/o j â/a m		221
8412	BenTey	(man's) sister	pòyǎ:	pòyǎ:	p ò/o j ǎ:/aː		221
8413	DogulDomA	(man's) sister	sáà	sáà	s â:/aː		223
8414	DogulDomB	(man's) sister	sǎ:ŋ+AH4378	sǎ:ŋ+AH4378	s ǎ:/aː ŋ		223
8415	DonnoSo	(man's) sister	sa᷈:, yà:sa᷈:	sa᷈:	s a᷈:/ãː		223
8416	JamsayAlphabet	(man's) sister	yɛsa	yɛsa	j ɛ s a		223
8417	JamsayDouentza	(man's) sister	yɛ̀sǎ:	yɛ̀sǎ:	j ɛ̀/ɛ s ǎ:/aː		223
8418	JamsayMondoro	(man's) sister	yɛ̀sǎ:	yɛ̀sǎ:	j ɛ̀/ɛ s ǎ:/aː		223
8419	TebulUre	(man's) sister	sá	sá	s á/a		223
8420	Tiranige	(man's) sister	bà:	bà:	b à:/aː		221
8421	TommoSoTongoTongo	(man's) sister	sáá	sáá	s áá/aː		223
8422	ToroTegu	(man's) sister	ísú yⁿárⁿú\\ísúyⁿám	ísú_yⁿárⁿú	í/i s ú/u + yⁿ/ỹ á/a r̃ ú/u		232
8423	YandaDom	(man's) sister	sà:\\mù	sà:	s à:/aː		223
8424	YornoSo	(man's) sister	yàsǎ:	yàsǎ:	j à/a s ǎ:/aː		223
2822	BankanTey	(man) copulate with, fuck (woman)	gùmɔ́	gùmɔ́	ɡ ù/u m ɔ́/ɔ		233
2823	BenTey	(man) copulate with, fuck (woman)	gùwⁿɔ́	gùwⁿɔ́	ɡ ù/u w̃ ɔ́/ɔ		233
2824	JamsayAlphabet	(man) copulate with, fuck (woman)	sɛrɛ	sɛrɛ	s ɛ r ɛ		235
2825	JamsayDouentza	(man) copulate with, fuck (woman)	sɛ́rɛ́	sɛ́rɛ́	s ɛ́/ɛ r ɛ́/ɛ		235
2826	Mombo	(man) copulate with, fuck (woman)	yɔ̀: ndò bíyè	yɔ̀:_ndò_bíyè	j ɔ̀:/ɔː + ⁿd ò/o + b í/i j è/e		237
2827	Najamba	(man) copulate with, fuck (woman)	gùmɛ́	gùmɛ́	ɡ ù/u m ɛ́/ɛ		233
2828	Nanga	(man) copulate with, fuck (woman)	gùmɔ́	gùmɔ́	ɡ ù/u m ɔ́/ɔ		233
2829	Penange	(man) copulate with, fuck (woman)	mɔ́rɛ́	mɔ́rɛ́	m ɔ́/ɔ r ɛ́/ɛ		235
2830	PergeTegu	(man) copulate with, fuck (woman)	sɛ́rɛ́	sɛ́rɛ́	s ɛ́/ɛ r ɛ́/ɛ		235
2831	TogoKan	(man) copulate with, fuck (woman)	nɔ̀ŋú nɔ́ɲɔ́	nɔ̀ŋú_nɔ́ɲɔ́	n ɔ̀/ɔ ŋ ú/u + n ɔ́/ɔ ɲ/ɲ ɔ́/ɔ		242
2832	TommoSoTongoTongo	(man) copulate with, fuck (woman)	gùmɔ́, káná	gùmɔ́	ɡ ù/u m ɔ́/ɔ		233
2833	TomoKanDiangassagou	(man) copulate with, fuck (woman)	ùbà: bírɛ́	ùbà:_bírɛ́	ù/u b à:/aː + b í/i r ɛ́/ɛ		244
2834	TomoKanSegue	(man) copulate with, fuck (woman)	ùbà: bìrɛ̀	ùbà:_bìrɛ̀	ù/u b à:/aː + b ì/i r ɛ̀/ɛ		244
2835	ToroTegu	(man) copulate with, fuck (woman)	sɛ́rú\\sɛ́rá	sɛ́rú	s ɛ́/ɛ r ú/u		235
2836	YandaDom	(man) copulate with, fuck (woman)	gùmɔ́\\gùmàlí	gùmɔ́	ɡ ù/u m ɔ́/ɔ		233
2837	YornoSo	(man) copulate with, fuck (woman)	ɔ́gɔ́\\ɔ́gɔ́	ɔ́gɔ́	ɔ́/ɔ ɡ ɔ́/ɔ		248
9186	BankanTey	(man) marry (woman)	séré, zɛ́	séré	s é/e r é/e		249
9187	BenTey	(man) marry (woman)	jɛ̌	jɛ̌	dʒ ɛ̌/ɛ		250
9188	Bunoge	(man) marry (woman)	kéldè	kéldè	k é/e l d è/e		251
9189	DogulDomB	(man) marry (woman)	ɛ́yyɛ̀	ɛ́yyɛ̀	ɛ́/ɛ j j ɛ̀/ɛ		252
9190	DonnoSo	(man) marry (woman)	jǎ:\\jɛ́ɛ̀	jǎ:	dʒ ǎ:/aː		250
9191	Gourou	(man) marry (woman)	zɛ́:	zɛ́:	z ɛ́:/ɛː		249
9192	JamsayAlphabet	(man) marry (woman)	jɛ,tanaŋa	jɛ	dʒ ɛ		250
9193	JamsayDouentza	(man) marry (woman)	jɛ̌:, tánáŋá	jɛ̌:	dʒ ɛ̌:/ɛː		250
9194	JamsayMondoro	(man) marry (woman)	jɛ̌:	jɛ̌:	dʒ ɛ̌:/ɛː		250
9195	Mombo	(man) marry (woman)	yɔ̂: kéddè	yɔ̂:_kéddè	j ɔ̂:/ɔː + k é/e d d è/e		251
9196	Najamba	(man) marry (woman)	jɛ́\\jɛ̀	jɛ́	dʒ ɛ́/ɛ		250
9197	Nanga	(man) marry (woman)	jɛ̌:	jɛ̌:	dʒ ɛ̌:/ɛː		250
9198	Penange	(man) marry (woman)	kéldè	kéldè	k é/e l d è/e		251
9199	PergeTegu	(man) marry (woman)	jɛ́:	jɛ́:	dʒ ɛ́:/ɛː		250
9200	TebulUre	(man) marry (woman)	zɛ̌ (zɛ̀sɔ́, neg zìyàlí)	zɛ	z ɛ		249
9201	Tiranige	(man) marry (woman)	tálám(ú)	tálám	t á/a l á/a m		264
9202	TogoKan	(man) marry (woman)	ɲàŋá, jɛ̌:	ɲàŋá	ɲ/ɲ à/a ŋ á/a		265
9203	TommoSoTongoTongo	(man) marry (woman)	yààná jɛ̀, ɛ́ɛ́ⁿ	yààná_jɛ̀	j àà/aː n á/a + dʒ ɛ̀/ɛ		266
9204	ToroTegu	(man) marry (woman)	dàgú\\dàgá	dàgú	d à/a ɡ ú/u		250
9205	YandaDom	(man) marry (woman)	zìyɛ́	zìyɛ́	z ì/i j ɛ́/ɛ		249
9206	YornoSo	(man) marry (woman)	jɛ̌:\\jɛ̌:	jɛ̌:	dʒ ɛ̌:/ɛː		250
4609	BankanTey	(meal) be cooked, be done	írɛ́	írɛ́	í/i r ɛ́/ɛ		267
4610	BenTey	(meal) be cooked, be done	írɛ́	írɛ́	í/i r ɛ́/ɛ		267
4611	Bunoge	(meal) be cooked, be done	bílɛ̀	bílɛ̀	b í/i l ɛ̀/ɛ		267
4612	DogulDomB	(meal) be cooked, be done	ílɛ̀	ílɛ̀	í/i l ɛ̀/ɛ		267
4613	DonnoSo	(meal) be cooked, be done	ílɛ̀\\ílɛ̀	ílɛ̀	í/i l ɛ̀/ɛ		267
4614	JamsayAlphabet	(meal) be cooked, be done	irɛ	irɛ	i r ɛ		267
4615	JamsayDouentza	(meal) be cooked, be done	írɛ́	írɛ́	í/i r ɛ́/ɛ		267
4616	Mombo	(meal) be cooked, be done	wúlɛ́	wúlɛ́	w ú/u l ɛ́/ɛ		267
4617	Najamba	(meal) be cooked, be done	ílɛ́	ílɛ́	í/i l ɛ́/ɛ		267
4618	Nanga	(meal) be cooked, be done	írɛ́	írɛ́	í/i r ɛ́/ɛ		267
4619	Penange	(meal) be cooked, be done	bɔ́rɛ́	bɔ́rɛ́	b ɔ́/ɔ r ɛ́/ɛ		267
4620	PergeTegu	(meal) be cooked, be done	írɛ́	írɛ́	í/i r ɛ́/ɛ		267
4621	TebulUre	(meal) be cooked, be done	ílɛ́ (ílà:)	ílɛ́_	í/i l ɛ́/ɛ		267
4622	Tiranige	(meal) be cooked, be done	ílɔ́ (versus ílíyɔ́ for grain and fruit)	ílɔ́_	í/i l ɔ́/ɔ		267
4623	TogoKan	(meal) be cooked, be done	írɛ́	írɛ́	í/i r ɛ́/ɛ		267
4624	TommoSoTongoTongo	(meal) be cooked, be done	ílɛ́	ílɛ́	í/i l ɛ́/ɛ		267
4625	ToroTegu	(meal) be cooked, be done	írú dà ŋ́	írú_dà_ŋ́	í/i r ú/u + d à/a + ŋ́/ŋ		283
4626	YandaDom	(meal) be cooked, be done	ʔə́lɛ́	ʔə́lɛ́	ʔ ə́/ə l ɛ́/ɛ		267
4627	YornoSo	(meal) be cooked, be done	ílɛ́\\ílɛ́	ílɛ́	í/i l ɛ́/ɛ		267
13674	BankanTey	(modern) bed	lî:	lî:	l î:/iː		284
13675	BenTey	(modern) bed	lî:	lî:	l î:/iː		284
13676	DonnoSo	(modern) bed	lî:	lî:	l î:/iː		284
13677	JamsayAlphabet	(modern) bed	li	li	l i		284
13678	JamsayDouentza	(modern) bed	lǐ:	lǐ:	l ǐ:/iː		284
13679	Mombo	(modern) bed	dúlú	dúlú	d ú/u l ú/u		289
13680	Najamba	(modern) bed	dílán	dílán	d í/i l á/a n		289
13681	Nanga	(modern) bed	lî:	lî:	l î:/iː		284
13682	PergeTegu	(modern) bed	té:lú	té:lú	t é:/eː l ú/u		289
13683	Tiranige	(modern) bed	lí:	lí:	l í:/iː		284
13684	TogoKan	(modern) bed	lí:	lí:	l í:/iː		284
13685	TommoSoTongoTongo	(modern) bed	líí	líí	l íí/iː		284
13686	YandaDom	(modern) bed	bìyè	bìyè	b ì/i j è/e		296
13687	YornoSo	(modern) bed	lî:	lî:	l î:/iː		284
9451	JamsayAlphabet	(modern) weaponry, armaments	larvel	larvel	l a r v e l		297
9452	JamsayDouentza	(modern) weaponry, armaments	lárvêl	lárvêl	l á/a r v ê/e l		297
9453	Mombo	(modern) weaponry, armaments	kɔ̀mbɔ̀ gólégè	kɔ̀mbɔ̀_gólégè	k ɔ̀/ɔ ⁿb ɔ̀/ɔ + ɡ ó/o l é/e ɡ è/e		299
9454	TogoKan	(modern) weaponry, armaments	kɔ̀mɔ̀gɛ́rⁿí:	kɔ̀mɔ̀gɛ́rⁿí:	k ɔ̀/ɔ m ɔ̀/ɔ ɡ ɛ́/ɛ r̃ í:/iː		300
9455	TommoSoTongoTongo	(modern) weaponry, armaments	màlfà kɔ̀mbɔ̀ tǎy	màlfà_kɔ̀mbɔ̀_tǎy	m à/a l f à/a + k ɔ̀/ɔ ⁿb ɔ̀/ɔ + t ǎ/a j		301
9456	YornoSo	(modern) weaponry, armaments	kɔ̀mɔ̀gɛ́n	kɔ̀mɔ̀gɛ́n	k ɔ̀/ɔ m ɔ̀/ɔ ɡ ɛ́/ɛ n		300
15477	BankanTey	(objects) in rows (adverb)	pɔ̀rrɔ̌ypɔ̀rrɔ̌y	pɔ̀rrɔ̌ypɔ̀rrɔ̌y	p ɔ̀/ɔ r r ɔ̌/ɔ j p ɔ̀/ɔ r r ɔ̌/ɔ j		302
15478	JamsayAlphabet	(objects) in rows (adverb)	pɔrɔlepɔrɔle	pɔrɔlepɔrɔle	p ɔ r ɔ l e p ɔ r ɔ l e		302
15479	Mombo	(objects) in rows (adverb)	yɛ́gɛ́gɛ́gɛ́	yɛ́gɛ́gɛ́gɛ́	j ɛ́/ɛ ɡ ɛ́/ɛ ɡ ɛ́/ɛ ɡ ɛ́/ɛ		304
15480	TommoSoTongoTongo	(objects) in rows (adverb)	dímbúmɛ́dìmbùmɛ̀	dímbúmɛ́dìmbùmɛ̀	d í/i ⁿb ú/u m ɛ́/ɛ d ì/i ⁿb ù/u m ɛ̀/ɛ		305
15481	YornoSo	(objects) in rows (adverb)	sɔ̀rɔ́dɔ́dɔ́	sɔ̀rɔ́dɔ́dɔ́	s ɔ̀/ɔ r ɔ́/ɔ d ɔ́/ɔ d ɔ́/ɔ		306
9435	BankanTey	(rifle) fire, discharge, go off	tá	tá	t á/a		307
9436	BenTey	(rifle) fire, discharge, go off	ínjírí	ínjírí	í/i ⁿdʒ í/i r í/i		308
9437	DogulDomB	(rifle) fire, discharge, go off	táyyè	táyyè	t á/a j j è/e		309
9438	DonnoSo	(rifle) fire, discharge, go off	táyyɛ̀:\\táyyìỳ	táyyɛ̀:	t á/a j j ɛ̀:/ɛː		309
9439	JamsayAlphabet	(rifle) fire, discharge, go off	urⁿo	urⁿo	u/u r̃ o		308
9440	JamsayDouentza	(rifle) fire, discharge, go off	ú:rⁿó	ú:rⁿó	úː/uː r̃ ó/o		308
9441	Mombo	(rifle) fire, discharge, go off	ló:ndè gwé:, táyé	ló:ndè_gwé:	l óː/oː ⁿd è/e + ɡ w é:/eː		313
9442	Najamba	(rifle) fire, discharge, go off	bɛ̀líyɛ́	bɛ̀líyɛ́	b ɛ̀/ɛ l í/i j ɛ́/ɛ		314
9443	Nanga	(rifle) fire, discharge, go off	táŋí, íríyí	táŋí	t á/a ŋ í/i		307
9444	PergeTegu	(rifle) fire, discharge, go off	táŋgá	táŋgá	t á/a ŋ ɡ á/a		307
9445	TebulUre	(rifle) fire, discharge, go off	pé: (pé:yà)	pé:_	p é:/eː		317
