ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	FRENCH_SHORT	ENGLISH_CATEGORY	FRENCH_CATEGORY	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS
concepts-4274	4274	fresh (produce)	(fruits, légumes) frais	fresh, green	frais	ripe/raw/cooked/fresh	mûr/cru/frais	243	FRESH	adjective
concepts-5525	5525	left (hand, etc.)	(main etc.) gauche	left	gauche	direction/left	direction/gauche	244	LEFT	adjective
concepts-2653	2653	broom	balai	broom	balai	sweep/trash/broom	balayer/ordures/balai	245	BROOM	noun
concepts-476	476	(event, situation) take place, happen	(action, situation) avoir lieu, s'effectuer	happen, take place	avoir lieu	existence/occur	existence/avoir lieu	248	HAPPEN	verb
concepts-904	904	(rainy season, i.e. monsoon) come down, happen	(saison pluvieuse, mousson) tomber, avoir lieu	happen	avoir lieu	existence/occur	existence/avoir lieu	248	HAPPEN	verb
concepts-6090	6090	mist, fog	brume, brouillard	mist, fog	brume, brouillard	weather/fog/haze	météorologie/brume	249	FOG	noun
concepts-7655	7655	sharpen, make (blade) sharp	affiler, rendre tranchant (lame)	sharpen	aiguiser, tranchant	sharp/dull/sharpen	tranchant/émoussé/aiguiser	251	SHARPEN (SOMETHING)	verb
concepts-4282	4282	frighten, scare	faire pèur à, épouvanter	frighten, scare	faire peur, épouvanter	emotion/temperament/fear	émotion/nature/peur	252	FRIGHTEN	verb
concepts-6931	6931	provide for, take care of (sick person, woman who has just given birth)	se charger de, tout fournir pour (un malade, une femme qui a accouché, etc.)	provide	fournir	give/dispossess/give	donner/retirer/donner	253	CARE FOR	verb
concepts-1839	1839	affix, stick on, paste, glue (e.g. paper, on a surface)	afficher, coller fermement (un papier etc., à une surface)	affix, paste, glue, stick	afficher	attach/rope/affix	attacher/corde/afficher	254	STICKING	verb
concepts-4222	4222	food, sustenance	nourriture	food	nourriture	food/food/meal	aliment/nourriture/repas	256	FOOD	noun
concepts-9650	9650	worship (God)	adorer (Dieu)	worship	adorer	religion/worship	religion/adorer	257	WORSHIP	verb
concepts-980	980	(sb) be calm, calm down	(qn) ê. calme, ê. tranquil, se calmer	calm	calme, tranquil	emotion/temperament/calm	émotion/nature/calme	258	CALM	adjective
concepts-9628	9628	woodland, savannah (with some trees)	savanne (avec quelques arbres)	woodland	savanne	topography/forest	topographie/forêt	260	SAVANNA	noun
concepts-50	50	(3Sg all-purpose subject pronominal)	(marque de sujet 3Sg)	3Sg subject	sujet 3Sg	grammar/subject pronoun	grammaire pronom sujet/	262	HE OR SHE OR IT	pronoun
concepts-2835	2835	cattle herder, cowherd	berger de vaches	herder	berger	livestock/herder	bétail/berger	263	HERDSMAN	noun
concepts-6836	6836	poultry	volaille	poultry	volaille	animal/bird	animal/oiseau	265	FOWL	noun
concepts-7495	7495	scale (of fish or snake)	écaille (de poisson ou de serpent)	scale	écaille	part (animal)/skin	partie (animal)/peau	266	SCALE	noun
concepts-3813	3813	emit some slobber, drool	baver, émettre de la bave	slobber, drool	baver	body function/spit	fonctionnement corporel/cracher	268	DRIBBLE	verb
concepts-7906	7906	slobber, drool (verb only)	baver	slobber, drool	baver	body function/spit	fonctionnement corporel/cracher	268	DRIBBLE	verb
concepts-724	724	(meal) be cooked, be done	(repas) devenir cuit	cooked, done	cuit	ripe/raw/cooked/ripe/cooked	mûr/cru/mûr/cuit	269	COOKED	adjective
concepts-3174	3174	cooked, done (meat)	(viande) cuit	cooked, done	cuit	ripe/raw/cooked/ripe/cooked	mûr/cru/mûr/cuit	269	COOKED	adjective
concepts-8891	8891	tongs (blacksmith's large pliers-like instrument)	tenaille (gros pince de forgeron)	tongs	tenaille	blacksmith/tongs	forgeron/tenaille	272	TONGS	noun
concepts-3618	3618	dough made by pounding millet grain in mortar with water, for cream of millet	pâte constituée en pilant le mil dans un mortier avec de l'eau, pour la crème de mil	pound	piler	pound/grind/pound (not grains)	piler/moudre/piler (sauf grains)	273	DOUGH	noun
concepts-5306	5306	knead (dough for millet cakes, with a flat kneading stick)	malaxer (pâte de tô, avec un bâtonnet plat à malaxer)	knead	malaxer	mix/stir/shake/knead	mélanger/remuer/secouer/malaxer	274	KNEAD	verb
concepts-6621	6621	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	275	PEEL	verb
concepts-2499	2499	bobbin (cylindrical spindle) in the shuttle of a weaver's loom, around which the cotton thread is wound	bobine (fuseau cylindrique dans la navette du métier à tisser, autour duquel on le fil s'enroule)	bobbin	bobine	weaving/cotton/shuttle/bobbin	tissage/coton/navette/bobine	277	SPINDLE	noun
concepts-2055	2055	awl for penetrating leather	alêne qui sert à pénétrer les peaux	awl	alêne	point/awl	pointe/alêne	278	AWL	noun
concepts-3370	3370	daba (hoe-like tool for weeding, using a pulling action, all types)	daba (instrument à manche pour désherber, en tirant vers soi, toutes sortes)	hoe, daba	daba	agriculture/hoe, daba	agriculture/houe/daba	284	HOE	noun
concepts-8806	8806	thresh by pounding hard (rice, occasionally millet) with large clubs on the ground or on a mat	battre avec force (le riz, parfois le mil) avec des gourdins sur le sol ou sur une natte	thresh	battre (céréales)	agriculture/harvest	agriculture/récolte	285	THRESH	noun
concepts-3576	3576	do forging, do a blacksmith's work	forger, faire le travail de forgeron	forge	forger	blacksmith/forging	forgeron/forger	288	FORGE	verb
concepts-7841	7841	skin and butcher (carcass of slaughtered animal)	dépouiller (carcasse d'animal égorgé)	butcher, skin	dépouiller	livestock/slaughter/butcher	bétail/égorger/dépouiller	291	PULL OFF (SKIN)	noun
concepts-8280	8280	squat	s'accroupir	squat	s'accroupir	body position/squat	position du corps/accroupir	296	CROUCH	verb
concepts-3272	3272	crooked, with several fairly sharp bends or curves (e.g. stick)	(bâton etc.) fortement tordu à plusieurs endroits	crooked, zigzag	tordu, zigzag	straight/crooked/crooked	droit/tordu/tordu	297	CROOKED	adjective
concepts-7743	7743	shriek, scream (verb only)	crier, lancer (un cri sans mots, par ex., lorsqu'on est épouvanté) (verbe seulement)	shriek, scream	crier	sound/shout	son/crier	298	SHRIEK	verb
concepts-7507	7507	scold, reprimand (sb)	gronder, réprimander	scold, reprimand	gronder	criticism/advice/scold	critique/conseil/gronder	299	SCOLD	verb
concepts-2939	2939	chiefhood, status of being (traditional) chief	chefferie, fait d'ê. le chef (traditionnel)	chief	chefferie	status/chief	rang/chef	301	CHIEFTAIN	noun
concepts-2993	2993	clan (descended from one male ancestor)	clan, fraction (descendance d'un seul ancêtre mâle)	clan	clan	kinship/clan	parenté/clan	302	CLAN	noun
concepts-130	130	(act of) fasting	jeûne	fasting	jeûne	eat/fasting	manger/jeûner	303	ABSTAIN FROM FOOD	verb
concepts-623	623	(imam) preach, give a sermon	(imam) prêcher, donner une prédication	sermon, preach	prêcher, prédication	religion/preach	religion/prêcher	304	PREACH	verb
concepts-4227	4227	footprint	trace (de pied)	footprint	trace	hunt/track	chasse/traces	318	FOOTPRINT	noun
concepts-5559	5559	lick	lécher	lick	lécher	eat/lick	manger/lécher	319	LICK	verb
concepts-2922	2922	chew (e.g. a tough piece of meat)	mastiquer (morceau de viande dure, etc.)	chew	mâcher, mastiquer	eat/chew	manger/mastiquer	321	CHEW	verb
concepts-4006	4006	fat (corpulent)	gros (corpulent)	fat	gros	size/plump/fat	taille/gras/gros	323	FAT (ORGANIC SUBSTANCE)	noun
concepts-4820	4820	headband	bandeau de tête	headband	bande	jewelry/headband	bijoux/bandeau de tête	330	HEADBAND	noun
concepts-7054	7054	rag, tatters (old clothing)	haillon, chiffon (vêtement usé)	rag	haillon	clothing/rag	vêtements/haillon	332	RAG	noun
concepts-6564	6564	padlock	cadenas	lock, padlock	cadenas	open/shut/lock (noun)	ouvrir/fermer/fermeture	336	PADLOCK	noun
concepts-7078	7078	rake (tool)	rateau	rake (noun)	rateau	sweep/trash/sweep	balayer/ordures/balayer	338	RAKE	noun
concepts-7759	7759	sickle (for cutting grass, or cutting stems of rice, roselle, sesame with slashing action)	faucille (pour couper l'herbe, ou pour couper les tiges de riz, de dah, de sésame en frappant)	sickle	faucille	agriculture/sickle	agriculture/faucille	341	SICKLE	noun
concepts-8995	8995	trunk (of tree)	tronc (d'arbre)	trunk	tronc	part (plant)/stem	partie (plante)/tige	344	TREE TRUNK	noun
concepts-8144	8144	sorghum	sorgho	sorghum	sorgho	plant (cultivated)/grain crop	plante (cultivée)/céréale cultivée	347	SORGHUM	noun
concepts-9144	9144	untie, undo, loosen (knot)	dénouer, défaire (nœud)	untie	dénouer	attach/rope/untie	attacher/corde/délier	352	UNTIE	verb
concepts-901	901	(rain) strike (sb, animal) hard	(pluie) frapper (qn, animal) avec force	strike	frapper	weather/rain	météorologie/pluie	353	STRIKE	verb
concepts-8459	8459	strike (match, flint lighter)	allumer (allumette, briquet à silex)	strike (match)	allumer (allumette)	fire/strike	feu/allumer (briquet)		STRIKE A MATCH	verb
concepts-6842	6842	pound (grain, in mortar, into flour)	piler (céréales, dans un mortier, en farine)	pound	piler	pound/grind/pound (grains)	piler/moudre/piler (grains)	354	POUND	verb
concepts-2975	2975	chop down, cut down (tree, with ax)	abattre (arbre, avec hache)	chop down	couper, abattre	cut/chop	couper/couper à la hache	355	CUT DOWN	verb
concepts-7505	7505	scissors	ciseaux	scissors	ciseaux	knife/ax/blade/scissors	couteau/hache/lame/ciseaux	356	SHEARS	noun
concepts-4655	4655	hang (sth) up on a hook or nail	suspendre (qch) en l'accrochant sur un hameçon ou une pointe	hang up, hook	suspendre, accrocher	attach/rope/suspend	attacher/corde/suspendre	357	HANG UP	verb
concepts-3986	3986	fan (a fire)	éventer (un feu)	fan, ventilate	éventer	hot/cold/ventilate	chaleur/froid/ventiler	360	FAN (ACTION)	verb
concepts-8465	8465	string (e.g. of grasshoppers or figs), cluster of small objects strung together by sb	enfilée (par ex. de criquets ou de figues), suite de petits objects enfilés par qn	string (of objects)	enfilée, suite	group/mass/bunch	groupe/masse/petit tas	362	STRING	noun
concepts-2216	2216	be lodged, dwell (in a certain house)	loger, ê. hébergé (dans une certaine maison)	lodge, live	loger, habiter	visit/host/lodge	visiter/loger/loger	363	DWELL (LIVE, RESIDE)	verb
concepts-7400	7400	rub in (oil, lotion)	enduire (d'huile, de pommade)	apply, rub in	enduire, oindre	touch/rub/wipe/apply	toucher/frotter/essuyer/appliquer	364	SMEAR	verb
concepts-1363	1363	(water) splash, spray (e.g. at a waterfall)	(eau) éclabousser (par ex., dans une cascade)	splash	éclabousser	liquid/sprinkle	liquide/asperger	365	SPLASH	verb
concepts-5607	5607	limp, walk with a limp	boiter	limp	boiter	motion/stagger/limp	mouvement/chanceler/boiter	366	LIMP	verb
concepts-7278	7278	ride (donkey, horse, camel)	conduire (âne, cheval, chameau)	ride	conduire	push/pull/throw/drive	pousser/tirer/jeter/conduire	367	RIDE	verb
concepts-3911	3911	exchange (verb), trade, barter	échanger, troquer	exchange, barter, trade, swap	échanger, troquer	commerce/exchange	commerce/échange	370	BARTER	verb
concepts-6692	6692	pick up (sth, e.g. on ground) with one's hand	prendre (qch, par ex. à terre) avec la main	pick up, take	prendre	take/get/pick up/catch	prendre/obtenir/prendre/attraper	371	PICK UP	verb
concepts-2250	2250	be pointed	ê. pointu	pointed	pointu	sharp/dull/point	tranchant/émoussé/pointu	372	POINTED	adjective
concepts-5659	5659	long ago, in the old days	jadis, il y a longtemps, dans le temps	long ago	jadis	time/before	temps/avant	373	LONG AGO	other
concepts-6468	6468	once, one time	une fois	1 time, once	une fois	time (instance)/instance	fois/fois	374	ONE TIME	other
concepts-8061	8061	sniff, smell (an odor)	flairer, sentir (une odeur)	sniff	flairer	smell/sniff	olfaction/flairer	375	SNIFF	verb
concepts-6366	6366	noisy (machine, etc.)	(appareil etc.) bruyant	noisy	bruyant	sound/noise	son/bruit	377	LOUD	adjective
concepts-6727	6727	pinch (e.g a pimple, to expel the pus)	pincer (par ex., un bouton de la peau, afin de faire sortir le pus)	pinch	pincer	twist/pinch/pinch	tordre/pincer/pincer	378	PINCH	verb
concepts-2496	2496	blunt, not sharp (blade)	(lame) émoussé	blunt	émoussé	sharp/dull/blunt	tranchant/émoussé/émoussé	379	BLUNT	adjective
concepts-9669	9669	wrinkled (adjective)	ridé (adjectif)	wrinkled	ridé	texture/wrinkle	surface/rider	380	WRINKLED	adjective
concepts-4516	4516	govern, administer (people, land)	gouverner, administrer (peuple, terre)	govern, command, rule	gouverner, commander	power/authority	force/autorité	382	GOVERN	verb
concepts-5919	5919	master (of slave)	maître (d'un esclave)	master	maître	status/master	rang/maître	383	MASTER	noun
concepts-8958	8958	treat with respectful deference (verb only)	traiter (qn) avec respect mélangé de honte (verbe seulement)	respect	respecter	treat well/mistreat/respect	bien/mal traîter/respect	385	RESPECT (SOMEBODY)	verb
concepts-7896	7896	sling (for stones, in children's game)	lance-pierres (pour un jeu d'enfants)	sling, slingshot	lance-pierres	fun/song/dance/toy/game	amusement/chant/danse/jouet/jeu	387	SLING	noun
concepts-164	164	(any) fish trap	(tout) piège à poissons	fish trap	piège (à poissons)	hunt/trap	chasse/piège	389	FISH TRAP	noun
concepts-1034	1034	(sb) bestow a blessing (on sb)	(qn) donner une bénédiction (à qn)	bless	bénir	talk/invocation	parole/invocation	391	BLESS	verb
concepts-5753	5753	magic (magic tricks, illusions)	magie (illusionniste)	magic	magie	magic/sorcery	magie/sorcellerie	392	MAGIC	noun
concepts-213	213	(boy) be circumcised	(garçon) ê. circoncis	circumcise	cironcire	circumcision/circumcision	circoncision/cironcision	393	CIRCUMCISION	noun
concepts-1564	1564	Muslim holy man, marabou	marabout musulman	holy man	marabout	religion/religious being	religion/être religieux	394	SHAMAN (FOLK HEALER)	noun
concepts-6969	6969	puncture (sth), put a hole in	trouer (qch)	puncture, hole	trouer, percer	hole/puncture	trou/percer	398	PIERCE	verb
concepts-2165	2165	be better (than sb/sth), surpass	ê. meilleur (que qch/qn)	better, surpass	meilleur	good/bad/better	bon/mauvais/meilleur	402	SURPASS	verb
concepts-163	163	(any) alcoholic beverage	(toute) boisson alcoolique	alcohol	alcool	beverage/millet beer	boisson/bière de mil	404	ALCOHOL (FERMENTED DRINK)	noun
concepts-3788	3788	elder sibling (either sex)	frère aîné ou sœur ainée	elder sibling	aîné	kinship/sibling	parenté/frère/sœur	405	OLDER SIBLING	noun
concepts-6435	6435	old man	vieil homme	old man	vieux	person/man	personne/homme	406	OLD MAN	noun
concepts-167	167	(any) men's palaver shed	(tout) hangar de palavre des hommes	shed	hangar	house/shed	maison/hangar	408	MEN'S HOUSE	noun
concepts-9675	9675	yam (Dioscorea)	igname (Dioscorea)	yam	igname	plant (cultivated)/root crop	plante (cultivée)/racine cultivée	410	YAM	noun
concepts-2737	2737	calabash (general term)	calebasse (terme général)	calabash	calebasse	calabash/gourd/calabash	calebasse/gourde/calebasse	411	GOURD	noun
concepts-4513	4513	gourd (no neck, small hole, for carrying water or sprinkling)	gourde (sans col, à petit trou, pour porter l'eau ou pour arroser)	gourd	gourde	calabash/gourd/gourd	calebasse/gourde/gourde	411	GOURD	noun
concepts-2794	2794	carry (e.g. child, radio) in hands against one's ribs or abdomen	porter (enfant, radio, etc.) avec les mains aux côtes ou à l'abdomen	carry	porter	carry/load/carry on shoulder	porter/charger/porter à l'épaule	412	CARRY IN HAND	verb
concepts-2795	2795	carry (e.g. suitcase) by holding its handle or strap in one's hand	porter (valise etc.) en tenant son sa sangle dans la main	carry, hold	porter, tenir	hold/hold	tenir/tenir	412	CARRY IN HAND	verb
concepts-2788	2788	carry (bag, rifle) by slinging strap over one's shoulder	porter (sac, fusil) à l'épaule en bandoulière	carry	porter	carry/load/carry on shoulder	porter/charger/porter à l'épaule	413	CARRY ON SHOULDER	verb
concepts-2798	2798	carry (sth, on one's head)	porter (qch, à la tête)	carry on head	porter à la tête	carry/load/carry (on head)	porter/charger/porter (sur la tête)	414	CARRY ON HEAD	verb
concepts-2792	2792	carry (child) on one's side without a wrap (usually with one of the child's legs in front and the other behind)	porter (enfant) au flanc sans pagne (souvent une jambe devant, l'autre derrière)	carry	porter	hold/hold up	tenir/soulever	415	CARRY UNDER ARM	verb
concepts-8803	8803	three times	trois fois	3 times	3 fois	time (instance)/instance	fois/fois	417	THREE TIMES	other
concepts-1687	1687	a long time, a long while	une longue durée de temps	long time	durer, longtemps	time/duration	temps/durer	418	FOR A LONG TIME	adjective
concepts-1015	1015	(sb) be strict, severe (e.g. with one's children)	(qn) ê. sévère, exigeant (par ex. avec ses enfants)	strict, severe	sévère, exigeant	treat well/mistreat/mistreat	bien/mal traîter/maltraiter	419	SEVERE	adjective
concepts-2164	2164	be bad, nasty	ê. mauvais, méchant	bad, nasty	mauvais, méchant	good/bad/bad	bon/mauvais/mauvais	419	SEVERE	adjective
concepts-4454	4454	go backward, back up, retreat	reculer, regresser	retreat, go backward	reculer	direction/backward	direction/arrière	421	RETREAT	verb
concepts-1028	1028	(sb) become lost, go astray, lose one's way	(qn) s'égarer, perdre son chemin	lose	perdre	lose/search/find/lose	perdre/chercher/retrouver/perdre	423	GET LOST	verb
concepts-1004	1004	(sb) be late, do belatedly	(qn) ê. en retard, faire tardivement	late	tard	time/next/late	temps/prochain/retard	425	BE LATE	verb
concepts-9713	9713	younger sibling (either sex, of man or woman)	frère cadet ou sœur cadette (d'homme ou de femme)	younger sibling	cadet	kinship/sibling	parenté/frère/sœur	427	YOUNGER SIBLING	noun
