NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS
8345	string (e.g. beads) (verb)	362	STRING	noun
8346	string (e.g. of grasshoppers or figs), cluster of small objects strung together by sb	362	STRING	noun
650	(lightning jolt) strike	353	STRIKE	verb
886	(rain) strike (sb, animal) hard	353	STRIKE	verb
1151	(shooter) strike (target)	353	STRIKE	verb
1278	(thrown object) strike (sb)	353	STRIKE	verb
8339	strike (e.g. brick against the flat side of a stone, to chip off a piece)	353	STRIKE	verb
8340	strike (match, flint lighter)	353	STRIKE	verb
8342	strike (water, in digging a well)	353	STRIKE	verb
8343	strike (wood, with axe) obliquely, at an angle to the grain (e.g. to make a foothold for climbing a tree)	353	STRIKE	verb
8331	stretch (e.g. animal hide, slingshot) out to its full length by pulling	214	STRETCH	verb
8329	strength, power, force	202	STRENGTH	noun
1636	accompany (sb, to the door or street)	1362	STREET	noun
8328	street, alley (outside a house)	1362	STREET	noun
8326	stream, small river	947	STREAM	noun
8318	straw	2299	STRAW	noun
5349	lash, whip (sb, with a branch or a strap)	2973	STRAP	noun
8316	strap (for slapping horse)	2973	STRAP	noun
8310	strain, filter the water out of (e.g. Boscia peas)	940	STRAIN	verb
538	(going) straight (to somewhere)	1404	STRAIGHT	adjective
8300	straight (motion, road) (adverb)	1404	STRAIGHT	adjective
8301	straight (object)	1404	STRAIGHT	adjective
8305	straight, direct (road)	1404	STRAIGHT	adjective
8299	storm, wind and rain	858	STORM	noun
107	(a) shop, store	752	STORE	noun
8297	store, stock (sth)	752	STORE	noun
8286	stool (without back)	2058	STOOL	noun
8283	stone, rock	2125	STONE OR ROCK	noun
2500	break by hitting (hard object: stone, calabash, water jar)	857	STONE	noun
4300	gin, remove seeds from (cotton, by crushing with a rolling pin or stone)	857	STONE	noun
7407	scrape off remaining bits of flesh from (animal hide, on the inside, with a knife or stone, after depilating)	857	STONE	noun
9278	weigh, take the weight of (person, stone, etc.)	857	STONE	noun
8271	stomach	819	STOMACH	noun
8264	stir (milk, sauce) by rotating a stirring-stick	696	STIR	verb
4168	foul, stinking (intensifier)	42	STINKING	adjective
4169	foul, stinking (odor)	42	STINKING	adjective
8261	stingy, miserly (with money)	1774	STINGY	adjective
169	(bee) sting (sb)	571	STING	verb
1139	(scorpion) sting (sb)	571	STING	verb
1325	(wasp) sting (sb)	571	STING	verb
1258	(stop) still (adverbial)	2919	STILL (CONTINUING)	other
8257	still, until now (adverb)	2919	STILL (CONTINUING)	other
8251	sticky (adverb)	3703	STICKY	adjective
4851	hold out one's leg or a stick (in an attempt to trip sb who is in motion)	1295	STICK	noun
4979	implant, stick (a twig or similar small long object, in the ground)	1295	STICK	noun
8175	staff, stick (general word)	1295	STICK	noun
8245	stick or branch used by blacksmith as a poker to scatter embers (to reduce the fire)	1295	STICK	noun
8246	stick or pole with naturally hooked end, for dislodging fruits high up in trees	1295	STICK	noun
8250	stick, long slender unit (stick of chalk, single cigarette, etc.)	1295	STICK	noun
8221	step-mother, mother's co-wife	236	STEPMOTHER	noun
8219	step-father	237	STEPFATHER	noun
8220	step-father (possessed)	237	STEPFATHER	noun
111	(a) step (as a unit of distance)	1158	STEP	noun
112	(a) step, stride	1158	STEP	noun
8210	steam	1193	STEAM	noun
8211	steam (couscous), cook with steam	1193	STEAM	noun
90	(a) bargain, (a) steal, sth bought at a cheap price	713	STEAL	verb
8207	steal (sth)	713	STEAL	verb
8187	star	1430	STAR	noun
72	(Muslim worshiper) stand (by oneself or in a row) to begin a prayer	1442	STAND	verb
8182	stand (verb only)	1442	STAND	verb
8184	stand, be in standing position	1442	STAND	verb
8165	squeeze, mash (sth. soft)	1414	SQUEEZE	verb
8153	square, rectangle	850	SQUARE	noun
856	(plant) sprout, come up (verb)	2076	SPROUT (VERB)	verb
385	(e.g. mattress) spring or bounce back to normal position after having sagged under a weight	1537	SPRINGTIME	noun
1292	(trap) spring, be sprung	1537	SPRINGTIME	noun
8144	spring (water source)	1537	SPRINGTIME	noun
648	(legs) be spread, be separated	38	SPREAD OUT	verb
2559	broadcast, spread (news, rumors, gossip)	38	SPREAD OUT	verb
8135	spread (e.g. seeds, from a central pile)	38	SPREAD OUT	verb
8136	spread (manure in a field, from a central pile)	38	SPREAD OUT	verb
8139	spread out (fingers of hand)	38	SPREAD OUT	verb
8141	spread out, separate (legs, arms)	38	SPREAD OUT	verb
8143	spread, apply (e.g. insecticide powder)	38	SPREAD OUT	verb
8124	spoon	1378	SPOON	noun
6464	pamper, dote on (child or pet animal), spoil (child)	92	SPOIL (SOMEBODY OR SOMETHING)	verb
8123	spoil (a child)	92	SPOIL (SOMEBODY OR SOMETHING)	verb
3158	crack, fracture (in a surface)	3080	SPLIT OPEN	verb
3159	crack, narrow gap (e.g. between toes or parallel roof beams)	3080	SPLIT OPEN	verb
8117	split (e.g. peanut) (adjective)	1437	SPLIT	verb
8121	split (wood)	1437	SPLIT	verb
8112	spleen	1744	SPLEEN	noun
1342	(water) splash, spray (e.g. at a waterfall)	365	SPLASH	verb
8109	splash or toss (water) by hand (as in bathing)	365	SPLASH	verb
8099	spit (noun), gob of spit	1440	SPIT	verb
8100	spit (verb only)	1440	SPIT	verb
8107	spit, emit a spit	1440	SPIT	verb
4268	genie, spirit (when seen, an apparition of one's approaching death)	53	SPIRIT	noun
8096	spinal cord, spine	805	SPINE	noun
1249	(sth) turn, spin, rotate	121	SPIN	verb
8094	spin (cotton thread)	121	SPIN	verb
8095	spin (sth)	121	SPIN	verb
6749	pour out, spill (liquid)	3130	SPILL (SOMETHING)	verb
8091	spider's web	1065	SPIDER WEB	noun
1222	(sth) be globular, spherical	2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	adjective
2000	ball-shaped, globular, spherical	2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	adjective
8514	talk (noun), speech, words	1115	SPEECH	noun
8054	speak (secret words) (specific verb only)	1623	SPEAK	verb
8055	speak (verb only)	1623	SPEAK	verb
8060	speak, talk, do some talking (verb plus noun)	1623	SPEAK	verb
8052	spark	518	SPARK	noun
1243	(sth) improperly inserted or placed, half inside (a container or space) (adverb)	3006	SPACE (AVAILABLE)	noun
5436	length (of object or space, in its longest dimension)	3006	SPACE (AVAILABLE)	noun
5437	length (of two-dimensional object or space)	3006	SPACE (AVAILABLE)	noun
8040	south	1595	SOUTH	noun
8034	sour (taste, of milk)	1906	SOUR	adjective
8036	sour, acidic, acrid (taste, e.g. of tamarind)	1906	SOUR	adjective
1281	(thunderclap) sound, (thunder) sound loudly and suddenly	2879	SOUND (OF INSTRUMENT OR VOICE)	verb
8033	sound, noise (of unseen object)	2879	SOUND (OF INSTRUMENT OR VOICE)	verb
8029	soul	811	SOUL	noun
4577	hard outer layer of stem (millet, sorghum, corn)	347	SORGHUM	noun
5073	intact grain spike (of millet. corn, or sorghum)	347	SORGHUM	noun
5422	leaves of stem (millet, sorghum, corn)	347	SORGHUM	noun
6726	pound (e.g. cow-peas, roselle, sorghum, burrgrass grains) gently in a mortar	347	SORGHUM	noun
8026	sorghum	347	SORGHUM	noun
8014	sorceror (who goes out at night, sucks blood, etc.)	823	SORCERER	noun
8015	sorceror (who uses magic poisons)	823	SORCERER	noun
8013	soon	703	SOON	other
8011	song	1096	SONG	noun
8010	son	1620	SON	noun
8001	sometimes	1544	SOMETIMES	other
8609	the others, the counterparties	2422	SOMEONE	other
7995	solid, sturdy (e.g. construction) (adverb)	3003	SOLID	adjective
7996	solid, without holes or fissures (wall, surface) (intensifier)	3003	SOLID	adjective
7985	sole (intensifier for 'one')	2666	SOLE (FOOT)	noun
7988	sole, bottom of foot	2666	SOLE (FOOT)	noun
7989	sole, single	2666	SOLE (FOOT)	noun
7984	soldier (modern)	1941	SOLDIER	noun
7968	soft (flour, fabric)	1856	SOFT	adjective
7978	soft, yielding (sand)	1856	SOFT	adjective
1270	(tea, soap, etc.) foam, be frothy, be sudsy, have bubbles on top (verb plus noun)	788	SOAP	noun
7677	simple black dry soda ash made directly from ashes of millet stalks (used in chewing tobacco or soap, and in making macari spice)	788	SOAP	noun
7960	soap	788	SOAP	noun
1095	(sb) soak (millet or sorghum grain) in water in a large jar for two days until it begins to fizz (first step in brewing beer)	2069	SOAK (VERB)	verb
7947	sniffle, snort	1983	SNORE	verb
7948	snore (verb only)	1983	SNORE	verb
7949	snore, do snoring	1983	SNORE	verb
7944	sniff, smell (an odor)	375	SNIFF	verb
7945	sniff, smell an odor	375	SNIFF	verb
4330	give out a sneeze, sneeze (verb plus noun)	1621	SNEEZE	verb
7941	sneeze (noun)	1621	SNEEZE	verb
7942	sneeze (verb only)	1621	SNEEZE	verb
1255	(stick) break, snap	459	SNAP (OF STICK)	verb
7380	scale (of fish or snake)	730	SNAKE	noun
7932	snail	1543	SNAIL	noun
2775	cause to be smooth or sleek, smooth (sth)	1234	SMOOTH	adjective
7928	smooth (small soap ball, cow-pea ball, etc.) by rolling in one's palm	1234	SMOOTH	adjective
7929	smooth (wood, after carving) with a knife	1234	SMOOTH	adjective
7930	smooth, sleek (adjective)	1234	SMOOTH	adjective
7926	smoke (tobacco)	1689	SMOKE (INHALE)	verb
7925	smoke	778	SMOKE (EXHAUST)	noun
7927	smoke, cook with smoke (e.g. fish)	778	SMOKE (EXHAUST)	noun
8262	stink, smell bad	1587	SMELL (STINK)	verb
7921	smell (sth, without sniffing)	2124	SMELL	verb
5845	measles or smallpox	1054	SMALLPOX	noun
7919	smallpox (variola)	1054	SMALLPOX	noun
1603	a little (adverb), slightly	1246	SMALL	adjective
1604	a little (noun), small quantity	1246	SMALL	adjective
7800	small (baby, e.g. one carried on the mother's back)	1246	SMALL	adjective
7801	small (child, around 3-7 years)	1246	SMALL	adjective
7802	small (house)	1246	SMALL	adjective
7914	small, flat, smooth grindstone on which cotton is ginned or kohl is ground (with an iron rolling pin)	1246	SMALL	adjective
7915	small, little	1246	SMALL	adjective
7797	slowly	2165	SLOWLY	other
991	(sb) be negligent, forgetful, slow (to do things)	701	SLOW	adjective
1131	(sb, sth) be slow	701	SLOW	adjective
2184	be slow, slow down	701	SLOW	adjective
7794	slow (adjective)	701	SLOW	adjective
7790	slope (of mountain)	3076	SLOPE	noun
7771	slightly coarse (texture), not sleek or slippery (e.g. wool fabric)	3702	SLIPPERY	adjective
7785	slippery (ground)	3702	SLIPPERY	adjective
7786	slippery (object, hard to hold) (adverb)	3702	SLIPPERY	adjective
7767	slide, slip	1324	SLIP	verb
7779	sling (for stones, in children's game)	387	SLING	noun
2183	be sleepy (sleepiness catch ...)	3620	SLEEPY	adjective
7748	sleep (noun)	2972	SLEEP (STATE)	noun
4394	go to sleep, fall asleep, sleep	1585	SLEEP	verb
7749	sleep (verb only)	1585	SLEEP	verb
7745	slave	812	SLAVE	noun
3271	cut throat of (animal), slaughter	1796	SLAUGHTER	verb
7331	salt bar, slab or block of salt	2952	SLAB	noun
7732	sky	1732	SKY	noun
7731	skull	1605	SKULL	noun
7724	skin	763	SKIN	noun
7718	skeleton	2668	SKELETON	noun
641	(large) size (of sth)	2845	SIZE (OF OBJECT)	noun
3407	dimensions, size	2845	SIZE (OF OBJECT)	noun
7717	sixty	1718	SIXTY	numeral
7714	six	1703	SIX	numeral
9281	welcome! (invitation to eat, sit down, etc.)	1649	SIT DOWN	verb
7706	sit or perch on the edge (e.g. of a chair)	1416	SIT	verb
7709	sit, sit down	1416	SIT	verb
682	(man's) sister	1263	SISTER	noun
683	(man's) sister (possessed)	1263	SISTER	noun
6134	my younger sibling (brother or sister, of man or woman)	1263	SISTER	noun
2040	basin or basket packed with a woman's gear and tied up (e.g. kitchen utensils) for traveling	915	SINK (BASIN)	noun
233	(child beggar) sing (verb only)	1261	SING	verb
7696	sing (verb only)	1261	SING	verb
7693	sin	2971	SIN	noun
4209	frown (bow eye or similar)	1558	SIMILAR	adjective
4211	frown (invert forehead or similar)	1558	SIMILAR	adjective
4216	frown (squeeze/crumple eye or similar)	1558	SIMILAR	adjective
4217	frown (squeeze/press forehead or similar)	1558	SIMILAR	adjective
5499	like this	1558	SIMILAR	adjective
7669	silver (metal)	759	SILVER	noun
3869	fabric, cloth (modern)	1641	SILK	noun
4181	fraying (rope, fabric) (intensif)	1641	SILK	noun
5721	make a long surface incision or line in (e.g. meat, fabric), often to show a unit of sale	1641	SILK	noun
7666	sign, indicator	1720	SIGN	noun
3563	drip rapidly from a number of different sources (water or grains through a colander or sieve, rain shower, sweat in hot weather)	3353	SIEVE (TOOL)	noun
7655	sieve	3353	SIEVE (TOOL)	noun
7645	side (of house, etc)	682	SIDE	noun
7646	side (of sth)	682	SIDE	noun
7652	side, area, zone (e.g. of a village)	682	SIDE	noun
7653	side, end (e.g. of a blanket)	682	SIDE	noun
8745	to the side (adverb)	682	SIDE	noun
7644	sickle (for cutting grass, or cutting stems of rice, roselle, sesame with slashing action)	341	SICKLE	noun
2179	be sick	1847	SICK	adjective
5016	in-law, affine (parent, sibling, child)	1640	SIBLING	noun
5017	in-law, affine (parent, sibling, child) (possessed)	1640	SIBLING	noun
7639	sibling (any)	1640	SIBLING	noun
7640	sibling (brother or sister) of one's husband	1640	SIBLING	noun
338	(e.g. door) close, be shut	1046	SHUT	verb
7633	shut (eyes) (verb only)	1046	SHUT	verb
7634	shut (mouth) (verb only)	1046	SHUT	verb
7638	shut, close (e.g. door)	1046	SHUT	verb
7630	shrub or woody bush	751	SHRUB	noun
7628	shriek, scream (verb only)	298	SHRIEK	verb
7627	show, display (sth, to sb)	1039	SHOW	verb
108	(a) shout, (a) yell (to attract sb's attention, or in a festivity) (noun)	715	SHOUT	verb
7623	shout (e.g. to attract attention) (verb only)	715	SHOUT	verb
9559	yell, shout loudly (e.g. a general warning, to anyone within earshot)	715	SHOUT	verb
7622	shoulderblade	172	SHOULDERBLADE	noun
5337	large sore on children's body (head or shoulder)	1482	SHOULDER	noun
6171	naturally runty or short (breed of animal)	1645	SHORT	adjective
7598	short	1645	SHORT	adjective
7612	short, runty (person, animal)	1645	SHORT	adjective
7594	shoot (arrow)	1172	SHOOT	verb
7595	shoot (bullet)	1172	SHOOT	verb
7596	shoot (sb/sth)	1172	SHOOT	verb
950	(sb's) size (said of a garment or shoe)	1381	SHOE	noun
7582	shoe (woman's, modern, no longer common)	1381	SHOE	noun
7583	shoe, footwear (any kind)	1381	SHOE	noun
1111	(sb) tremble, be shaking, shiver	52	SHIVER	verb
3347	defecate (verb only)	676	SHIT (DEFECATE)	verb
3348	defecate, have a shit	676	SHIT (DEFECATE)	verb
2440	boubou (robe) or shirt (all types)	1622	SHIRT	noun
7578	shirt, short boubou down to hips (can be worn under a wider boubou)	1622	SHIRT	noun
9258	wear, put on, don (boubou, shirt, over neck)	1622	SHIRT	noun
7576	ship, steamboat	740	SHIP	noun
381	(e.g. lightbulb, star) shine, be luminous	708	SHINE	verb
389	(e.g. metallic surface) shine, be shiny	708	SHINE	verb
7572	shin, lower leg	186	SHIN	noun
4773	herder, shepherd	2544	SHEPHERD	noun
2692	carapace, shell (of tortoise)	598	SHELL	noun
7563	shell (groundnuts, cow-peas) by pounding in mortar	598	SHELL	noun
7565	shell, remove shells from (e.g. peanuts or karité pits) by hand	598	SHELL	noun
2379	bleating (of goat, sheep)	1331	SHEEP	noun
3049	contest among shepherds for blue-ribbon for best herd of livestock (goats, sheep, cows, or horses)	1331	SHEEP	noun
4419	good-sized, well-built (e.g. mango, sheep)	1331	SHEEP	noun
6711	portion of brideprice (e.g. 40,000 FCFA, a sheep, or clothing) presented by a man to his bride, often in the mosque on the marriage day before the assembled villagers	1331	SHEEP	noun
7313	runty, shortish (goat, sheep)	1331	SHEEP	noun
7560	sheep	1331	SHEEP	noun
8458	tail (of dog, sheep, etc.)	1331	SHEEP	noun
7557	sheath (of knife or saber)	3424	SHEATH	noun
3251	cut (meat, fabric) with slicing (not chopping) stroke of knife or scissors	356	SHEARS	noun
7390	scissors	356	SHEARS	noun
7552	shawl (woman's, shoulder-length, in towel-cloth)	2771	SHAWL	noun
7549	shave (sb, sth)	231	SHAVE	verb
190	(blacksmith) sharpen (old blade) (verb only)	251	SHARPEN (SOMETHING)	verb
7538	sharpen (pointed object), make (sth) pointed	251	SHARPEN (SOMETHING)	verb
7540	sharpen, make (blade) sharp	251	SHARPEN (SOMETHING)	verb
194	(blade) be sharp	1396	SHARP	adjective
7534	sharp (blade)	1396	SHARP	adjective
946	(sb's) portion, share	884	SHARE	verb
7532	share, do some sharing (verb plus cognate noun)	884	SHARE	verb
167	(beads of sweat) form (e.g. on one's forehead)	3747	SHAPE	noun
1213	(sth's) shape, form	3747	SHAPE	noun
4156	form (scab, crust) (verb only)	3747	SHAPE	noun
6891	put (sth) on top of (sth of different size or shape)	3747	SHAPE	noun
7522	shape (sth large, e.g. a brick) into a faceted form	3747	SHAPE	noun
7523	shape (sth small, e.g. necklace bead) into a faceted form	3747	SHAPE	noun
2294	being slumped over, being bent over (due to sadness, shame, or feeling of inferiority in front of a dignitary) (adverb)	1776	SHAME	noun
7518	shame (due to a shameful action)	1776	SHAME	noun
7509	shake (an entire object, e.g. a tree)	1909	SHAKE	verb
7510	shake (millet grain, cow-peas, etc.) in a filtering basket to remove sand	1909	SHAKE	verb
948	(sb's) shadow	1388	SHADE	noun
7506	shade, shadows	1388	SHADE	noun
7502	sew (with needle)	1457	SEW	verb
999	(sb) be strict, severe (e.g. with one's children)	419	SEVERE	adjective
1000	(sb) be strict, severe (e.g. with one's children) (be hot)	419	SEVERE	adjective
2077	be bad, nasty	419	SEVERE	adjective
7498	seventy	1721	SEVENTY	numeral
7499	seventy (archaic)	1721	SEVENTY	numeral
7495	seven	1704	SEVEN	numeral
787	(object) be set	160	SET (HEAVENLY BODIES)	verb
1264	(sun) set	160	SET (HEAVENLY BODIES)	verb
7483	set (cock of rifle, by pulling it back)	160	SET (HEAVENLY BODIES)	verb
7493	set, lay (e.g. saddle on padding)	160	SET (HEAVENLY BODIES)	verb
5322	large pile of just-harvested crop (millet, roselle, sesame, fonio)	2797	SESAME	noun
7482	sesame seed	2797	SESAME	noun
7478	serve (sauce, by spreading widely on flat-surfaced rice, couscous, or fonio in a bowl, with a ladle)	3648	SERVE (SOMEONE)	verb
7479	serve (sauce, onto millet cakes, e.g. with a ladle)	3648	SERVE (SOMEONE)	verb
7472	separate, put space between (things)	1359	SEPARATE	verb
7473	separate, restrain (two fighters)	1359	SEPARATE	verb
7463	semen, sperm	2283	SEMEN	noun
7461	sell	1571	SELL	verb
803	(one's) self	1993	SELF	other
1158	(single) grain, seed, nut	714	SEED	noun
7451	see	1409	SEE	verb
3478	do (sth) stealthily, in secret, clandestinely	1121	SECRET	adjective
4785	hidden thing, secret	1121	SECRET	adjective
4786	hidden, furtive, secret	1121	SECRET	adjective
7441	secret (hidden information)	1121	SECRET	adjective
7445	secret words, secret	1121	SECRET	adjective
8209	stealthily, in secret, clandestinely	1121	SECRET	adjective
